Customer_ID,Income_Band,Digital_Engagement,Balance_Band,Tenure_Band,Recent_Activity
C02961,Medium,76,High,Established,High
C02962,High,81,Medium,Established,Medium
C02963,Low,27,Low,Established,Medium
C02964,Medium,57,Medium,New,Medium
C02965,Low,100,Low,Loyal,Low
C02966,Medium,90,High,New,Medium
C02967,Medium,84,Medium,Loyal,Medium
C02968,Low,79,Low,New,Low
C02969,Medium,20,Medium,New,High
C02970,Low,98,Low,New,Low
C02971,Medium,79,Low,New,Medium
C02972,Medium,91,Medium,Established,High
C02973,Low,93,Medium,Established,Medium
C02974,High,40,High,Loyal,High
C02975,Medium,21,Medium,Established,High
C02976,High,73,Low,Established,Medium
C02977,Medium,57,Medium,Established,High
C02978,Medium,21,Medium,Loyal,Medium
C02979,Medium,41,Low,New,Medium
C02980,High,100,High,Established,Medium
C02981,Medium,49,High,New,Medium
C02982,Low,41,Low,New,Medium
C02983,Low,73,Medium,Established,Low
C02984,Medium,73,Medium,New,Medium
C02985,Low,46,Low,New,High
C02986,Low,88,Medium,Loyal,High
C02987,Low,67,Low,New,High
C02988,Medium,32,Low,Established,Low
C02989,Low,46,High,Established,Medium
C02990,Medium,88,Medium,Loyal,Medium
C02991,Medium,27,Low,Established,Low
C02992,High,20,Medium,New,Medium
C02993,Medium,73,High,Loyal,Medium
C02994,Medium,55,Medium,Established,High
C02995,Medium,40,High,New,Low
C02996,Medium,58,High,Established,High
C02997,Medium,34,Low,Established,High
C02998,Low,50,Medium,Established,Medium
C02999,High,38,Medium,Established,Low
C03000,Low,67,Medium,New,Low
C03001,High,74,Medium,Established,High
C03002,Medium,94,Low,Loyal,Low
C03003,Low,25,Low,Established,Low
C03004,Medium,46,Medium,Loyal,High
C03005,Low,41,Medium,New,High
C03006,Medium,66,Medium,Established,Medium
C03007,Medium,63,Medium,Loyal,Low
C03008,Low,91,Low,Established,Medium
C03009,Low,94,Low,New,High
C03010,Medium,82,Medium,Established,Medium
C03011,Low,36,Medium,New,Low
C03012,High,23,Medium,Established,Low
C03013,Medium,92,Low,Loyal,Medium
C03014,Medium,96,Medium,Established,Low
C03015,Low,40,High,New,High
C03016,Medium,23,Low,New,Low
C03017,High,75,Low,Established,Low
C03018,Low,67,Medium,Established,High
C03019,Medium,91,Medium,New,High
C03020,Low,66,High,Established,Medium
C03021,Medium,81,High,New,High
C03022,Medium,83,Medium,Established,Low
C03023,Medium,20,Low,Established,Medium
C03024,Medium,32,Medium,New,Low
C03025,Medium,83,High,Established,Medium
C03026,Low,34,Medium,Established,High
C03027,Low,36,High,Established,High
C03028,High,80,Medium,Established,Low
C03029,Medium,36,Low,Established,Medium
C03030,Medium,32,Medium,New,High
C03031,Medium,21,Medium,Loyal,Medium
C03032,Low,58,Low,Loyal,Low
C03033,Low,71,Low,New,Medium
C03034,Low,79,Medium,Loyal,Medium
C03035,High,93,Low,Established,Medium
C03036,Medium,72,Low,New,Medium
C03037,Medium,81,Medium,Established,Medium
C03038,Low,37,Medium,New,Medium
C03039,Low,47,Medium,Established,Medium
C03040,Medium,44,High,Loyal,Low
C03041,Medium,25,High,Established,Low
C03042,High,98,Medium,Established,Medium
C03043,Medium,39,Low,New,High
C03044,Medium,56,Medium,Established,High
C03045,Medium,48,Low,Loyal,Low
C03046,High,23,High,New,Medium
C03047,Medium,93,Medium,Established,Medium
C03048,Medium,37,Medium,Established,Medium
C03049,High,28,Medium,Established,Medium
C03050,Low,47,Medium,Established,High
C03051,High,31,High,Established,Low
C03052,Low,100,Low,Established,Medium
C03053,Medium,35,High,Established,Medium
C03054,Medium,44,Low,Established,Medium
C03055,Medium,41,Medium,Established,Low
C03056,Medium,22,High,Established,Medium
C03057,Medium,21,Medium,Loyal,Low
C03058,Low,61,Low,New,Medium
C03059,Low,38,High,New,Medium
C03060,Low,26,High,Loyal,Medium
C03061,Medium,43,Low,New,High
C03062,Medium,42,Medium,Loyal,High
C03063,Low,54,High,Established,Medium
C03064,High,100,Low,Loyal,High
C03065,Medium,44,Medium,Established,High
C03066,Medium,77,Medium,Loyal,Low
C03067,Medium,82,Low,Established,Medium
C03068,Low,24,High,Established,Medium
C03069,Medium,60,Low,Established,Medium
C03070,Medium,56,High,New,High
C03071,Low,61,Medium,New,Medium
C03072,High,33,Medium,Loyal,Low
C03073,High,57,Medium,New,Medium
C03074,Medium,29,Medium,Established,High
C03075,High,96,High,Established,Medium
C03076,High,67,Medium,Established,Low
C03077,Medium,22,Medium,Loyal,Medium
C03078,Medium,60,Medium,New,Medium
C03079,Medium,95,Low,Established,Low
C03080,Low,80,Low,Established,Medium
C03081,Low,42,Medium,New,Low
C03082,Low,92,Medium,New,Medium
C03083,Medium,35,Medium,Established,Low
C03084,Medium,39,Medium,New,Low
C03085,Medium,32,Medium,Loyal,Medium
C03086,Medium,94,Medium,Established,Low
C03087,Low,78,Medium,New,Low
C03088,Medium,61,High,New,Medium
C03089,Medium,74,Low,New,Low
C03090,High,40,Medium,Established,Low
C03091,High,25,Low,Established,Medium
C03092,High,88,High,New,Medium
C03093,High,98,Medium,Established,Medium
C03094,High,22,Medium,Established,High
C03095,Medium,24,High,Established,Medium
C03096,Low,65,Medium,New,Medium
C03097,Low,23,Low,New,High
C03098,Medium,78,Medium,Established,Medium
C03099,Low,96,Low,Established,High
C03100,Low,42,High,Established,Medium
C03101,High,43,Medium,New,Medium
C03102,Low,89,Medium,New,High
C03103,High,48,High,Established,Low
C03104,Medium,39,Medium,New,High
C03105,Medium,26,Medium,Established,Medium
C03106,Medium,88,Low,Established,Medium
C03107,Medium,94,Medium,New,Medium
C03108,Medium,26,High,Established,Low
C03109,Low,85,High,New,Low
C03110,High,32,Medium,Established,High
C03111,Medium,31,Low,New,Medium
C03112,Low,50,Low,Established,High
C03113,Medium,55,High,Established,Low
C03114,Medium,89,Low,New,Low
C03115,Medium,76,Medium,Established,Medium
C03116,Medium,31,Medium,Established,Low
C03117,Low,67,Low,Loyal,Medium
C03118,Medium,90,Medium,New,High
C03119,Low,73,High,New,High
C03120,Low,38,Medium,Established,Medium
C03121,Low,30,Medium,Loyal,Medium
C03122,Medium,56,Medium,Established,Medium
C03123,Medium,58,High,Established,Medium
C03124,Medium,48,Medium,Established,Medium
C03125,Low,28,Medium,New,Medium
C03126,Low,29,Medium,Established,Low
C03127,Medium,62,Low,Established,Low
C03128,Low,96,Low,Established,High
C03129,Medium,68,High,Established,Medium
C03130,High,55,Medium,Established,High
C03131,Medium,95,Low,Established,Medium
C03132,High,75,Low,Established,Medium
C03133,Low,78,High,New,Medium
C03134,Low,66,Medium,Loyal,High
C03135,Medium,81,Medium,Established,Low
C03136,Medium,60,Low,Loyal,Medium
C03137,High,70,High,Established,Low
C03138,Low,69,High,New,Low
C03139,Medium,80,Medium,Established,Low
C03140,Medium,92,Low,Established,Medium
C03141,Medium,43,Medium,New,High
C03142,Low,76,High,Established,High
C03143,High,22,Medium,Established,Medium
C03144,Low,63,High,New,Medium
C03145,High,92,Medium,Loyal,High
C03146,Medium,72,Low,New,Low
C03147,Medium,41,Medium,Established,High
C03148,Medium,69,High,Established,High
C03149,High,48,Low,Established,Medium
C03150,Low,55,Low,New,Low
C03151,Low,38,Medium,Established,Low
C03152,Medium,70,Medium,Established,Medium
C03153,Medium,36,High,Loyal,High
C03154,Low,55,Low,Established,Medium
C03155,Low,96,Low,New,Medium
C03156,Medium,81,Low,Established,Medium
C03157,Low,53,Medium,New,High
C03158,Low,98,Medium,Established,Medium
C03159,High,21,Medium,Established,Low
C03160,Medium,97,Medium,Established,Medium
C03161,High,48,Low,Loyal,Medium
C03162,High,86,Medium,Established,Medium
C03163,Low,96,High,Loyal,Medium
C03164,Medium,68,Medium,Established,Low
C03165,Medium,69,Low,New,High
C03166,Medium,80,Medium,Established,High
C03167,Low,39,Low,Established,High
C03168,Low,34,Low,Loyal,High
C03169,Low,47,Low,New,Medium
C03170,Medium,58,Low,Established,Medium
C03171,High,80,Low,Loyal,Medium
C03172,Medium,40,Medium,New,Low
C03173,Medium,65,Low,Established,High
C03174,High,20,Medium,Established,Low
C03175,Medium,22,High,New,Medium
C03176,Low,98,Medium,New,Medium
C03177,High,88,Medium,Loyal,High
C03178,Medium,89,Medium,New,Medium
C03179,Low,46,Low,Established,Medium
C03180,Medium,61,Medium,Established,Medium
C03181,High,74,Medium,Established,Medium
C03182,Low,40,High,Established,Medium
C03183,Medium,80,High,New,Medium
C03184,Low,76,High,Loyal,High
C03185,Low,52,Medium,New,Low
C03186,Low,55,Medium,New,Medium
C03187,Medium,44,High,Loyal,High
C03188,High,85,High,Established,Medium
C03189,Low,99,Medium,New,Medium
C03190,Low,100,High,Loyal,Medium
C03191,Low,82,High,New,High
C03192,Low,48,Medium,New,Low
C03193,Medium,83,Low,Established,Low
C03194,Medium,39,Low,Established,High
C03195,Medium,92,Medium,Loyal,Medium
C03196,Medium,41,Low,Established,Medium
C03197,Medium,52,Medium,Loyal,Medium
C03198,Low,27,Medium,New,Medium
C03199,Low,26,High,Established,High
C03200,High,51,High,New,Medium
C03201,Medium,64,Medium,Loyal,High
C03202,High,21,Medium,Loyal,High
C03203,High,88,Low,Established,Medium
C03204,Medium,29,Medium,Loyal,Medium
C03205,High,100,Low,Established,Medium
C03206,Medium,42,Medium,New,High
C03207,Low,50,High,Established,Medium
C03208,Low,32,Medium,Loyal,Low
C03209,Low,86,Medium,Established,High
C03210,Low,79,Medium,New,Medium
C03211,Medium,26,High,Loyal,High
C03212,Medium,28,Medium,Established,Medium
C03213,Medium,69,Medium,Established,Medium
C03214,Medium,90,Low,Established,Medium
C03215,Low,28,Medium,Established,High
C03216,Medium,37,Low,Established,Low
C03217,Medium,64,Medium,New,Medium
C03218,Low,28,Medium,Loyal,High
C03219,Low,44,Low,Established,High
C03220,Medium,20,Medium,Established,Low
C03221,Low,60,Low,Loyal,Low
C03222,High,77,Low,New,Medium
C03223,Medium,53,Low,Loyal,Low
C03224,Medium,40,Low,Established,Low
C03225,Low,54,High,Loyal,Medium
C03226,High,61,High,New,Medium
C03227,Medium,33,Medium,Established,Medium
C03228,Low,29,Medium,Established,Medium
C03229,Medium,34,Medium,Loyal,High
C03230,Medium,99,High,Loyal,Medium
C03231,Medium,78,Medium,Established,High
C03232,Low,30,Low,Established,Low
C03233,Medium,44,Medium,New,High
C03234,Low,53,High,Established,High
C03235,Low,34,Low,Loyal,Low
C03236,Low,88,Medium,Established,Medium
C03237,High,96,Medium,Established,Medium
C03238,Low,39,Medium,Loyal,Medium
C03239,Medium,21,Medium,New,High
C03240,Medium,41,Medium,Established,Medium
C03241,High,67,High,Established,Medium
C03242,Medium,85,Medium,Established,High
C03243,High,47,Low,Established,Low
C03244,Low,42,High,Established,Low
C03245,Low,40,Medium,New,Low
C03246,Medium,20,Medium,New,High
C03247,Medium,21,Medium,Established,Low
C03248,High,54,High,Established,Low
C03249,High,70,Medium,Established,Medium
C03250,Medium,21,Low,Established,High
C03251,High,36,Low,New,Medium
C03252,Medium,93,Low,Established,High
C03253,Low,100,Medium,Established,Low
C03254,Medium,71,Low,Established,Medium
C03255,Low,62,Medium,Established,Medium
C03256,High,67,Medium,New,Medium
C03257,Low,50,High,New,High
C03258,Medium,36,Medium,New,Medium
C03259,Medium,50,High,Established,Low
C03260,Low,76,High,New,Low
C03261,Low,73,Low,New,Low
C03262,Medium,74,Medium,Loyal,High
C03263,Low,69,Low,Established,Low
C03264,Medium,24,High,Established,High
C03265,Medium,70,Medium,Established,Low
C03266,Low,91,Low,New,High
C03267,Low,72,Low,New,High
C03268,Medium,66,Medium,Loyal,Low
C03269,High,38,High,Established,Low
C03270,Low,84,Medium,Established,High
C03271,High,56,Low,Loyal,Low
C03272,Medium,41,Low,New,Low
C03273,Medium,59,Medium,Established,High
C03274,Medium,29,Medium,New,High
C03275,Medium,95,Low,Established,High
C03276,High,76,Low,Loyal,High
C03277,Medium,46,High,New,Medium
C03278,Medium,84,Medium,Loyal,High
C03279,Medium,24,Medium,Established,Medium
C03280,Low,51,Medium,Established,High
C03281,Medium,72,Medium,New,Medium
C03282,Low,21,Medium,Established,Medium
C03283,Low,77,Low,Established,High
C03284,Low,86,Low,New,Medium
C03285,Low,68,High,Established,Medium
C03286,Medium,36,High,New,Medium
C03287,Medium,80,Medium,Loyal,Low
C03288,Medium,47,Low,Established,Medium
C03289,Low,79,Low,Established,High
C03290,Medium,70,Low,Established,Medium
C03291,Medium,27,High,Established,Medium
C03292,Medium,28,High,Loyal,Medium
C03293,Medium,21,Medium,Loyal,High
C03294,Medium,25,High,New,High
C03295,Medium,44,Low,Established,Low
C03296,High,22,Medium,Established,Medium
C03297,Medium,96,Low,New,Medium
C03298,Medium,94,Low,Established,Low
C03299,Medium,33,High,New,Medium
C03300,Low,45,High,Loyal,Medium
C03301,High,80,Low,Established,Low
C03302,Medium,73,Low,Established,High
C03303,Low,67,Medium,Established,High
C03304,High,100,Low,Loyal,Medium
C03305,Medium,71,Medium,Established,Low
C03306,Low,74,Medium,Loyal,High
C03307,Low,60,Low,Loyal,Medium
C03308,Low,62,Low,New,High
C03309,Medium,43,Low,New,Low
C03310,Low,62,High,New,Low
C03311,High,94,Medium,Established,Medium
C03312,High,50,Medium,Established,High
C03313,Medium,30,Low,Established,Low
C03314,Medium,68,Medium,Loyal,Medium
C03315,Low,83,Low,New,Medium
C03316,Low,97,Low,Established,High
C03317,Medium,63,Medium,Established,High
C03318,Low,83,Medium,Established,High
C03319,Low,40,Low,New,Medium
C03320,Medium,54,Medium,Established,High
C03321,Low,53,High,Established,Medium
C03322,Medium,46,Low,Established,Low
C03323,Medium,78,Low,Established,Medium
C03324,High,91,Medium,Established,Medium
C03325,Medium,46,Low,Established,Medium
C03326,High,30,Medium,Established,Low
C03327,Medium,86,Medium,Established,High
C03328,High,88,Medium,Loyal,High
C03329,Medium,95,Medium,Established,Medium
C03330,Low,40,Medium,New,High
C03331,High,78,Medium,Established,Medium
C03332,Low,77,Low,Established,Low
C03333,Low,83,Low,Loyal,Low
C03334,Low,85,Medium,Established,Medium
C03335,Medium,97,Low,New,Low
C03336,Medium,58,Low,Established,Medium
C03337,Medium,26,Low,New,High
C03338,High,35,Medium,Loyal,Medium
C03339,Low,91,Low,Loyal,High
C03340,Medium,88,Medium,Established,High
C03341,Medium,20,Medium,Established,Medium
C03342,High,49,Medium,Established,Low
C03343,Low,39,Low,Established,Low
C03344,Low,45,High,New,Medium
C03345,Medium,71,Low,Loyal,Medium
C03346,Medium,61,High,Established,Medium
C03347,Medium,58,Medium,Established,Medium
C03348,Medium,55,Low,New,Medium
C03349,Medium,71,Medium,Loyal,Low
C03350,Medium,75,Medium,Loyal,Low
C03351,Low,23,Medium,Established,Medium
C03352,Low,31,Medium,New,High
C03353,Low,47,Medium,Loyal,Medium
C03354,Medium,55,Medium,Established,Medium
C03355,Medium,100,High,Loyal,Medium
C03356,Medium,92,Low,Loyal,Medium
C03357,Medium,72,Medium,Established,Low
C03358,Medium,22,Medium,New,Low
C03359,Medium,28,Medium,Established,Low
C03360,Medium,57,Medium,Loyal,Low
C03361,Medium,67,Medium,Established,Medium
C03362,Medium,73,Medium,Loyal,High
C03363,Medium,31,Low,Established,Low
C03364,Medium,91,Low,Loyal,Low
C03365,Medium,59,Medium,Established,Low
C03366,Medium,68,Low,New,Low
C03367,Medium,23,Low,Established,Low
C03368,Medium,86,Low,New,Low
C03369,Low,63,Medium,Established,Low
C03370,Medium,38,High,Loyal,High
C03371,High,45,Medium,New,Medium
C03372,Low,48,Low,Loyal,Low
C03373,High,22,High,New,Medium
C03374,Low,96,Low,Established,Low
C03375,Medium,85,High,Loyal,Medium
C03376,Medium,91,Medium,Established,Medium
C03377,Low,48,Low,Loyal,High
C03378,High,65,Medium,Loyal,High
C03379,Medium,57,Low,Established,Medium
C03380,High,58,Medium,Established,Low
C03381,Low,67,Low,New,Medium
C03382,High,56,High,Established,Medium
C03383,High,82,Medium,New,High
C03384,Medium,24,High,Loyal,Low
C03385,Low,35,High,Established,Medium
C03386,Medium,92,Low,Established,Medium
C03387,Medium,91,Medium,Loyal,Medium
C03388,High,86,High,New,Medium
C03389,Medium,49,Medium,Loyal,Medium
C03390,Low,56,Low,New,Medium
C03391,Low,22,Low,Established,Medium
C03392,Medium,42,Low,Established,Low
C03393,High,78,High,Established,Low
C03394,Low,47,Medium,Established,High
C03395,Medium,58,Medium,Established,Medium
C03396,High,29,High,Loyal,Medium
C03397,Low,60,Low,New,Medium
C03398,Low,78,Medium,New,Medium
C03399,Medium,66,Low,New,Medium
C03400,Medium,65,Low,Established,Low
C03401,Low,94,Low,New,Medium
C03402,High,38,Low,Established,Medium
C03403,Medium,44,Medium,Loyal,Low
C03404,High,70,Medium,Loyal,Medium
C03405,High,58,Low,Loyal,Low
C03406,High,99,Low,New,Low
C03407,Medium,24,Medium,Established,High
C03408,Low,29,Low,New,High
C03409,Medium,47,High,Established,Low
C03410,Low,57,High,Established,Medium
C03411,Medium,92,Medium,Loyal,Low
C03412,Low,60,Medium,Established,Medium
C03413,Medium,55,Medium,New,Medium
C03414,Low,33,Medium,Established,High
C03415,Low,55,High,Loyal,Medium
C03416,Low,63,High,New,Medium
C03417,Medium,67,Medium,Loyal,High
C03418,Medium,69,Medium,New,Low
C03419,Low,54,High,New,Low
C03420,High,32,Low,Loyal,Medium
C03421,High,32,Medium,New,Medium
C03422,Medium,32,Medium,Established,Low
C03423,Medium,70,Medium,New,Medium
C03424,Medium,89,Medium,Established,Medium
C03425,Low,91,Low,Established,Medium
C03426,Medium,45,Low,Loyal,High
C03427,Low,26,Medium,Loyal,Medium
C03428,High,71,High,Established,Medium
C03429,High,23,High,Established,Medium
C03430,High,70,Medium,New,Low
C03431,Medium,51,Low,Established,High
C03432,Medium,87,Medium,Established,High
C03433,High,70,Medium,New,High
C03434,Low,79,Medium,Loyal,High
C03435,Low,52,Medium,Established,Medium
C03436,Medium,88,Low,New,Medium
C03437,Medium,62,Medium,Loyal,Low
C03438,Medium,70,Medium,Established,High
C03439,Low,49,Medium,Established,Medium
C03440,Medium,56,High,New,Low
C03441,Low,88,Medium,Established,High
C03442,Low,51,High,Established,Medium
C03443,Low,21,Medium,New,High
C03444,Medium,50,Medium,Established,High
C03445,High,51,High,New,High
C03446,Medium,53,High,New,Medium
C03447,Medium,25,High,New,Medium
C03448,Medium,30,High,New,High
C03449,Medium,46,Medium,New,Low
C03450,High,54,Low,Established,Low
C03451,Medium,22,Medium,Established,High
C03452,Medium,51,High,New,High
C03453,Low,45,Medium,Established,High
C03454,Low,22,Medium,New,Low
C03455,High,40,High,Established,Low
C03456,Medium,42,High,Loyal,High
C03457,High,31,High,Established,Low
C03458,High,80,Medium,Established,Medium
C03459,Low,25,Medium,New,Medium
C03460,Medium,66,High,New,High
C03461,Medium,73,Low,Established,Medium
C03462,Medium,85,Low,Established,Low
C03463,Low,64,High,Established,Medium
C03464,Low,63,Medium,Loyal,Low
C03465,Medium,81,Medium,Established,Medium
C03466,Medium,89,Low,Loyal,Medium
C03467,Medium,37,Medium,Established,Medium
C03468,Medium,84,High,New,Medium
C03469,Medium,57,Medium,New,Low
C03470,High,27,Medium,Established,Low
C03471,Medium,69,Medium,New,High
C03472,Medium,99,High,Established,Medium
C03473,Medium,31,High,Established,Medium
C03474,Medium,21,Medium,Established,Medium
C03475,Medium,94,Medium,Established,High
C03476,Medium,68,Low,Established,High
C03477,High,37,Medium,Established,Low
C03478,High,84,Low,Loyal,Medium
C03479,High,51,Medium,New,Medium
C03480,Medium,46,Medium,Loyal,High
C03481,Medium,43,Low,New,High
C03482,Medium,68,Low,New,Medium
C03483,High,30,Low,Established,High
C03484,Medium,49,Low,New,Medium
C03485,Medium,44,Medium,New,Medium
C03486,Medium,24,Low,New,Medium
C03487,Medium,81,Low,Established,Medium
C03488,Medium,20,High,Established,Low
C03489,Low,97,Low,New,Medium
C03490,Medium,27,High,Established,Low
C03491,Medium,49,Medium,New,Low
C03492,Low,27,Medium,Loyal,High
C03493,High,49,Medium,New,Low
C03494,Medium,69,Low,Established,High
C03495,Low,27,High,Established,Medium
C03496,High,62,High,Established,Medium
C03497,Medium,82,Low,Loyal,High
C03498,Medium,56,Medium,Established,High
C03499,Medium,29,Medium,Established,High
C03500,High,76,High,Established,Low
C03501,Medium,35,High,Established,Medium
C03502,Medium,21,Low,Established,Medium
C03503,Low,55,High,New,High
C03504,Medium,41,High,New,High
C03505,Medium,22,Medium,New,Medium
C03506,Medium,82,Low,Loyal,Low
C03507,Medium,68,High,Established,Low
C03508,High,93,Medium,New,High
C03509,Medium,58,Low,Established,Medium
C03510,Low,55,High,Established,High
C03511,High,88,Medium,Established,Medium
C03512,Medium,26,High,Established,High
C03513,High,49,Medium,Established,High
C03514,High,84,Low,New,Low
C03515,High,43,High,Established,High
C03516,Medium,91,Medium,New,Medium
C03517,Medium,43,Medium,New,Medium
C03518,Low,53,Medium,Established,High
C03519,Medium,92,Low,Established,Medium
C03520,Medium,39,Medium,Loyal,Low
C03521,Medium,98,Medium,New,Medium
C03522,High,23,High,Established,High
C03523,Low,41,High,Loyal,Low
C03524,Medium,67,Medium,Established,Medium
C03525,Medium,68,Low,Loyal,Medium
C03526,Medium,93,Medium,Loyal,Medium
C03527,Low,97,Low,Loyal,Medium
C03528,Low,74,High,Loyal,Medium
C03529,High,73,Medium,Established,High
C03530,Medium,45,High,Established,Medium
C03531,Low,85,Medium,Loyal,High
C03532,Low,72,Low,Loyal,High
C03533,Medium,21,High,New,Low
C03534,Low,87,Medium,Established,High
C03535,Medium,49,High,New,Medium
C03536,Medium,58,High,Loyal,Low
C03537,Low,59,Medium,New,Medium
C03538,Medium,86,Medium,Established,High
C03539,Low,41,Medium,Established,Low
C03540,Medium,51,High,New,Medium
C03541,High,23,High,Loyal,Medium
C03542,Medium,48,Low,Established,Medium
C03543,High,27,Medium,New,High
C03544,Low,67,Low,New,Low
C03545,Medium,92,Medium,Established,High
C03546,Medium,57,High,Established,High
C03547,Medium,93,High,Established,Medium
C03548,High,99,Medium,Established,Medium
C03549,Low,24,Medium,Loyal,Low
C03550,High,61,Low,Established,Low
C03551,High,62,Low,Established,Medium
C03552,Medium,51,Medium,Established,Low
C03553,Medium,87,High,Loyal,High
C03554,Medium,51,Medium,Established,Medium
C03555,Low,24,Low,Established,Low
C03556,Medium,64,Medium,Loyal,Medium
C03557,Medium,36,Low,Loyal,High
C03558,High,48,Low,Established,Low
C03559,Medium,60,High,Established,Medium
C03560,Medium,78,Low,Established,Low
C03561,Medium,42,Medium,Established,High
C03562,Medium,50,Medium,New,Medium
C03563,High,25,Low,Established,Medium
C03564,Low,51,Low,Established,Medium
C03565,High,66,Low,Established,Medium
C03566,High,69,Low,Loyal,Medium
C03567,High,43,High,New,Low
C03568,Medium,24,Medium,Loyal,Low
C03569,High,66,Medium,New,Low
C03570,Medium,73,Medium,New,Medium
C03571,Medium,26,High,New,High
C03572,Low,60,Low,Established,Low
C03573,Medium,27,High,Established,High
C03574,Medium,56,Low,Established,High
C03575,Medium,71,High,Established,Low
C03576,Medium,78,Low,Established,Low
C03577,High,77,Low,New,Medium
C03578,Low,81,Medium,Established,Low
C03579,Medium,39,Low,New,High
C03580,Low,88,Medium,New,Medium
C03581,Medium,48,Medium,New,Medium
C03582,Medium,50,Medium,Established,Medium
C03583,Medium,83,Low,Established,Low
C03584,Medium,46,Medium,Loyal,High
C03585,High,26,Low,Established,Medium
C03586,High,77,High,Established,Medium
C03587,Medium,73,Medium,Established,Medium
C03588,Medium,67,Medium,New,Low
C03589,Medium,31,High,Established,High
C03590,Low,71,Medium,New,Medium
C03591,High,36,Medium,New,High
C03592,Medium,64,Low,Loyal,High
C03593,High,61,Medium,New,Medium
C03594,Low,82,Medium,New,Medium
C03595,Low,99,Low,Loyal,Medium
C03596,High,35,High,Established,Low
C03597,High,29,Low,Established,High
C03598,High,65,Medium,New,Medium
C03599,High,97,Low,Established,High
C03600,Medium,32,Medium,Loyal,Medium
C03601,Low,59,High,Established,Low
C03602,Low,52,Low,Established,Medium
C03603,Medium,45,Medium,Established,Low
C03604,Low,73,Medium,Established,Low
C03605,High,43,High,Established,Medium
C03606,Low,59,Low,New,Low
C03607,Low,88,Medium,New,High
C03608,Low,50,Medium,Established,Medium
C03609,Low,21,Medium,Loyal,Medium
C03610,Low,91,Medium,Loyal,Low
C03611,Medium,42,Medium,Loyal,Low
C03612,Medium,82,Medium,Established,Medium
C03613,Medium,81,Low,Established,Medium
C03614,High,62,Medium,Loyal,Medium
C03615,Medium,27,Medium,New,Medium
C03616,Medium,96,Medium,Established,Low
C03617,Medium,75,Low,New,Medium
C03618,Low,54,Medium,Loyal,Medium
C03619,Medium,89,Medium,Loyal,Low
C03620,High,83,Medium,Loyal,High
C03621,Medium,81,High,New,Low
C03622,Low,33,Medium,Loyal,Low
C03623,Medium,71,Medium,New,Medium
C03624,High,43,Low,New,Medium
C03625,Medium,26,High,Established,High
C03626,Medium,47,Low,Established,High
C03627,High,28,Medium,Loyal,High
C03628,Medium,28,Low,Established,Medium
C03629,Medium,78,Low,Established,Medium
C03630,Low,60,Medium,Established,Low
C03631,Low,52,Low,New,High
C03632,High,35,Low,Loyal,Medium
C03633,Medium,82,Low,Established,Medium
C03634,Medium,71,High,New,Medium
C03635,Medium,67,Medium,Established,High
C03636,Low,35,High,Established,Medium
C03637,High,30,High,Loyal,Low
C03638,Low,30,High,New,High
C03639,High,22,Medium,New,Low
C03640,Medium,98,Low,Loyal,High
C03641,Low,49,Low,Established,Medium
C03642,Low,73,Low,Established,High
C03643,High,99,Medium,New,High
C03644,Low,95,Low,Loyal,Medium
C03645,Low,45,Low,Established,High
C03646,Medium,59,Medium,New,Low
C03647,Medium,57,Low,New,Low
C03648,Medium,22,Low,New,Medium
C03649,Low,82,Low,New,Medium
C03650,High,66,Medium,New,Low
C03651,Low,50,Low,New,Medium
C03652,Low,65,Low,New,High
C03653,Medium,79,Low,Established,High
C03654,Low,21,Medium,Established,Low
C03655,Medium,72,Low,Established,Medium
C03656,Low,89,Low,Loyal,Low
C03657,Low,78,High,New,Low
C03658,Medium,70,High,Loyal,High
C03659,High,27,Low,Loyal,High
C03660,Low,80,Low,Loyal,Low
C03661,Low,80,Low,New,Low
C03662,High,60,Medium,New,Medium
C03663,High,67,Low,Established,Medium
C03664,Medium,70,High,New,Low
C03665,Low,29,High,New,Low
C03666,Medium,40,Medium,New,Medium
C03667,Low,84,Low,Established,Low
C03668,Low,98,High,Loyal,High
C03669,Medium,41,Medium,New,High
C03670,Medium,52,Medium,Loyal,Medium
C03671,Medium,94,Low,Established,Medium
C03672,Medium,33,Medium,New,High
C03673,Low,41,High,Established,Low
C03674,Medium,24,High,New,High
C03675,Medium,39,Medium,Loyal,Low
C03676,High,71,Medium,Established,High
C03677,Medium,48,Medium,Established,Low
C03678,Medium,99,Medium,Established,High
C03679,Low,92,High,New,Low
C03680,Low,92,Medium,Loyal,High
C03681,Medium,78,Low,Loyal,Medium
C03682,Low,76,Low,Established,Low
C03683,Medium,61,Medium,Established,High
C03684,Medium,100,High,New,Low
C03685,Low,27,Low,New,Medium
C03686,Low,78,Medium,New,Medium
C03687,Medium,31,High,Established,High
C03688,High,47,Medium,Established,High
C03689,Medium,40,Low,Loyal,Medium
C03690,Medium,68,Medium,New,High
C03691,Low,83,Medium,New,High
C03692,Medium,26,Low,New,Medium
C03693,Low,68,Medium,Loyal,Medium
C03694,Medium,37,Medium,Established,Medium
C03695,Medium,26,Medium,Established,Low
C03696,Medium,53,Medium,Established,Medium
C03697,Low,67,Low,Established,Low
C03698,Low,36,Low,New,High
C03699,Low,51,Low,New,Medium
C03700,Medium,97,Low,New,Medium
C03701,High,48,Medium,New,Low
C03702,Low,100,Low,Established,Low
