Customer_ID,Risk_Score,Outstanding_Balance,Overdue_Days,Overdue_Amount,Segment,Current_Channel,Estimated_Recovery_Rate,Expected_Recovery,Contact_Cost,Recovery_per_Cost
C00278,0.2769,8036035.0,97,403725.0,Mass,Field Agent,0.6706,165565.0,180000,0.9198
C00279,0.1106,11163000.0,40,181776.0,Mass,WhatsApp,0.2863,36156.0,5000,7.2312
C00280,0.2434,19645344.0,165,1606376.0,Affluent,SMS,0.2359,238130.0,3000,79.3768
C00281,0.3107,48476685.0,147,3851279.0,Mass,Field Agent,0.6569,1504365.0,180000,8.3576
C00282,0.1284,88045464.0,55,2028668.0,Mass,WhatsApp,0.3005,418130.0,5000,83.6261
C00283,0.2516,6441933.0,22,100000.0,Mass,Call Center,0.3813,23801.0,25000,0.952
C00284,0.5166,13756766.0,48,447504.0,Mass,WhatsApp,0.2295,50503.0,5000,10.1006
C00285,0.1394,17479230.0,68,506641.0,Mass,WhatsApp,0.3134,108006.0,5000,21.6012
C00286,0.4538,55345362.0,74,2604289.0,Affluent,Call Center,0.4105,559149.0,25000,22.3659
C00287,0.575,14742954.0,149,1574367.0,Mass,Call Center,0.3979,289742.0,25000,11.5897
C00288,0.1435,16267081.0,175,1221253.0,Mass,SMS,0.2499,207004.0,3000,69.0013
C00289,0.1436,6091432.0,135,352844.0,Mass,Call Center,0.5248,125578.0,25000,5.0231
C00290,0.4771,40539757.0,153,4040240.0,Affluent,WhatsApp,0.2743,566894.0,5000,113.3788
C00291,0.1737,21273810.0,23,219764.0,Mass,Call Center,0.4007,58397.0,25000,2.3359
C00292,0.0976,12998459.0,27,139828.0,Mass,Call Center,0.4253,41694.0,25000,1.6678
C00293,0.111,19285675.0,164,1288252.0,Affluent,Call Center,0.5344,478116.0,25000,19.1246
C00294,0.5719,77159239.0,111,6120284.0,Mass,WhatsApp,0.2564,728245.0,5000,145.649
C00295,0.0715,9152151.0,43,149940.0,Affluent,SMS,0.2193,23481.0,3000,7.8271
C00296,0.0632,10774866.0,143,578488.0,Affluent,WhatsApp,0.3526,146523.0,5000,29.3046
C00297,0.2508,87455341.0,32,1400845.0,Affluent,WhatsApp,0.2558,223799.0,5000,44.7599
C00298,0.5351,26967991.0,139,2586763.0,Mass,SMS,0.1951,243462.0,3000,81.154
C00299,0.3333,48843921.0,159,4314498.0,Mass,Call Center,0.469,1180391.0,25000,47.2156
C00300,0.3397,37361013.0,88,1840545.0,Affluent,Call Center,0.464,495453.0,25000,19.8181
C00301,0.6597,24132061.0,119,2220227.0,Mass,WhatsApp,0.2398,223706.0,5000,44.7412
C00302,0.1476,17647193.0,132,1005766.0,Mass,Call Center,0.5236,356082.0,25000,14.2433
C00303,0.3142,57422364.0,159,4955992.0,Mass,WhatsApp,0.3051,896525.0,5000,179.305
C00304,0.126,79934887.0,106,3535953.0,Mass,WhatsApp,0.3407,827623.0,5000,165.5246
C00305,0.2526,73925969.0,53,1965899.0,Mass,SMS,0.2057,252203.0,3000,84.0676
C00306,0.2555,7640050.0,37,142372.0,Priority,SMS,0.1929,17085.0,3000,5.6951
C00307,0.3337,92184024.0,64,3278904.0,Mass,WhatsApp,0.2753,526450.0,5000,105.29
C00308,0.3294,17477958.0,11,106310.0,Mass,SMS,0.1649,10262.0,3000,3.4206
C00309,0.1462,11749918.0,126,637818.0,Priority,SMS,0.2495,107729.0,3000,35.9098
C00310,0.1094,21105805.0,67,574538.0,Affluent,Field Agent,0.6819,272411.0,180000,1.5134
C00311,0.1224,57397702.0,129,3072459.0,Mass,SMS,0.2529,535115.0,3000,178.3718
C00312,0.6189,42920090.0,12,384178.0,Mass,Field Agent,0.3935,66599.0,180000,0.37
C00313,0.1819,19365428.0,58,510631.0,Mass,WhatsApp,0.2949,99241.0,5000,19.8482
C00314,0.1101,57774164.0,72,1691792.0,Mass,SMS,0.2393,281375.0,3000,93.7916
C00315,0.4564,28752836.0,16,293328.0,Mass,WhatsApp,0.2096,32082.0,5000,6.4164
C00316,0.1761,14096187.0,150,953059.0,Mass,Call Center,0.5152,325040.0,25000,13.0016
C00317,0.1864,12315277.0,108,608668.0,Mass,WhatsApp,0.3293,131626.0,5000,26.3252
C00318,0.2069,37679292.0,152,2699060.0,Mass,Field Agent,0.699,1219808.0,180000,6.7767
C00319,0.306,23019878.0,145,1793466.0,Mass,SMS,0.2272,243234.0,3000,81.0781
C00320,0.4393,6317798.0,7,100000.0,Mass,Call Center,0.3167,16796.0,25000,0.6718
C00321,0.157,58325379.0,156,3985056.0,Mass,WhatsApp,0.3348,896024.0,5000,179.2048
C00322,0.505,15465331.0,13,134708.0,Affluent,SMS,0.1481,9928.0,3000,3.3092
C00323,0.3583,122853854.0,157,11036702.0,Affluent,Field Agent,0.6375,4016596.0,180000,22.3144
C00324,0.1967,6146519.0,121,345455.0,Mass,Field Agent,0.7031,158280.0,180000,0.8793
C00325,0.4512,20866964.0,148,1958481.0,Affluent,Field Agent,0.5998,615985.0,180000,3.4221
C00326,0.4715,12414910.0,90,723634.0,Mass,Field Agent,0.5916,220156.0,180000,1.2231
C00327,0.3262,9425825.0,29,150558.0,Mass,Call Center,0.3753,33164.0,25000,1.3266
C00328,0.7214,15364891.0,27,337806.0,Mass,Field Agent,0.3872,50916.0,180000,0.2829
C00329,0.4912,146854666.0,22,2134934.0,Mass,Field Agent,0.4513,485976.0,180000,2.6999
C00330,0.3442,28853924.0,145,2354569.0,Mass,Field Agent,0.6433,875320.0,180000,4.8629
C00331,0.4913,11326757.0,97,726117.0,Affluent,SMS,0.2012,73685.0,3000,24.5617
C00332,0.5115,4015844.0,39,105610.0,Affluent,Field Agent,0.4775,24927.0,180000,0.1385
C00333,0.0476,4470558.0,23,100000.0,Priority,Call Center,0.4295,31192.0,25000,1.2477
C00334,0.0503,14620325.0,15,100000.0,Priority,WhatsApp,0.2663,19300.0,5000,3.8599
C00335,0.1065,13265781.0,47,252089.0,Mass,Field Agent,0.6337,111313.0,180000,0.6184
C00336,0.4642,19981865.0,135,1734048.0,Mass,SMS,0.205,184103.0,3000,61.3678
C00337,0.1991,2577170.0,161,193390.0,Mass,WhatsApp,0.3269,41116.0,5000,8.2231
C00338,0.0845,22809890.0,110,977711.0,Mass,SMS,0.2582,178647.0,3000,59.5489
C00339,0.1669,69867850.0,180,5591797.0,Affluent,SMS,0.2466,919198.0,3000,306.3992
C00340,0.3139,126686695.0,71,4880634.0,Mass,SMS,0.2117,612853.0,3000,204.2844
C00341,0.3907,3760040.0,60,133968.0,Mass,WhatsApp,0.2616,19437.0,5000,3.8873
C00342,0.1639,11217590.0,125,620571.0,Mass,WhatsApp,0.3335,138278.0,5000,27.6555
C00343,0.3552,10640229.0,25,151654.0,Affluent,Call Center,0.3624,31455.0,25000,1.2582
C00344,0.3638,28921847.0,165,2748007.0,Mass,SMS,0.2191,342011.0,3000,114.0037
C00345,0.6002,7382434.0,141,763465.0,Affluent,WhatsApp,0.2511,86240.0,5000,17.2479
C00346,0.3014,134442833.0,7,502788.0,Mass,WhatsApp,0.2225,67031.0,5000,13.4061
C00347,0.8442,26112087.0,34,795612.0,Mass,Call Center,0.2593,67641.0,25000,2.7056
C00348,0.2309,22103358.0,113,1217037.0,Mass,Field Agent,0.6893,532291.0,180000,2.9572
C00349,0.1736,122926862.0,133,7341845.0,Affluent,SMS,0.2457,1196331.0,3000,398.7771
C00350,0.4337,24602011.0,40,612541.0,Affluent,Call Center,0.3662,119611.0,25000,4.7844
C00351,0.5582,37306935.0,135,3553087.0,Mass,SMS,0.1918,320989.0,3000,106.9962
C00352,0.0968,11799741.0,86,403734.0,Mass,Field Agent,0.7338,207856.0,180000,1.1548
C00353,0.149,6349485.0,122,335166.0,Mass,Field Agent,0.7225,163576.0,180000,0.9088
C00354,0.3118,13578860.0,77,565874.0,Mass,Field Agent,0.628,211108.0,180000,1.1728
C00355,0.4505,222705810.0,82,11571359.0,Mass,WhatsApp,0.2719,1651161.0,5000,330.2323
C00356,0.0994,47082283.0,71,1335824.0,Mass,WhatsApp,0.3238,302921.0,5000,60.5841
C00357,0.2871,32897960.0,29,500624.0,Affluent,WhatsApp,0.2472,75036.0,5000,15.0073
C00358,0.587,9416867.0,35,238837.0,Affluent,WhatsApp,0.2071,22578.0,5000,4.5156
C00359,0.3282,62185797.0,31,1064429.0,Affluent,WhatsApp,0.243,151529.0,5000,30.3057
C00360,0.2729,6431338.0,145,480516.0,Affluent,SMS,0.2318,68337.0,3000,22.7788
C00361,0.6752,5216462.0,77,314693.0,Priority,Call Center,0.3525,45750.0,25000,1.83
C00362,0.3942,14296128.0,69,588071.0,Priority,WhatsApp,0.2697,87685.0,5000,17.537
C00363,0.4469,176508095.0,155,17270191.0,Mass,SMS,0.2074,1886406.0,3000,628.8021
C00364,0.5621,166795758.0,160,18896100.0,Mass,Field Agent,0.5548,4916302.0,180000,27.3128
C00365,0.3847,15920998.0,43,403763.0,Mass,WhatsApp,0.2461,55409.0,5000,11.0819
C00366,0.2385,12739110.0,64,401380.0,Affluent,Field Agent,0.6267,158671.0,180000,0.8815
C00367,0.3991,4847746.0,75,217933.0,Mass,WhatsApp,0.2746,32943.0,5000,6.5886
C00368,0.3292,27028897.0,152,2271179.0,Mass,SMS,0.2239,297692.0,3000,99.2307
C00369,0.2023,29396881.0,121,1665338.0,Mass,Call Center,0.5075,548426.0,25000,21.937
C00370,0.7354,55060472.0,99,4489438.0,Mass,WhatsApp,0.2255,387043.0,5000,77.4087
C00371,0.4027,62152021.0,43,1608264.0,Mass,SMS,0.1802,158973.0,3000,52.9911
C00372,0.4539,20521106.0,70,913533.0,Affluent,SMS,0.1927,92067.0,3000,30.6891
C00373,0.4051,43593310.0,6,157833.0,Mass,SMS,0.1536,13268.0,3000,4.4227
C00374,0.0813,12406704.0,127,610645.0,Affluent,Call Center,0.5431,235241.0,25000,9.4096
C00375,0.3764,42773483.0,166,4148419.0,Mass,Call Center,0.4563,1063571.0,25000,42.5428
C00376,0.19,15054000.0,142,983294.0,Affluent,Call Center,0.5111,329214.0,25000,13.1686
C00377,0.1398,39580412.0,56,945340.0,Mass,Call Center,0.4663,299813.0,25000,11.9925
C00378,0.2677,36502369.0,87,1625247.0,Mass,Field Agent,0.6676,668538.0,180000,3.7141
C00379,0.2453,26780646.0,173,2301994.0,Priority,SMS,0.2357,340329.0,3000,113.4431
C00380,0.6161,55335549.0,77,3170277.0,Priority,Call Center,0.3692,517236.0,25000,20.6894
C00381,0.194,5199054.0,152,365637.0,Affluent,SMS,0.2428,57979.0,3000,19.3263
C00382,0.1623,8618918.0,104,395780.0,Affluent,Call Center,0.5193,137462.0,25000,5.4985
C00383,0.1919,19083349.0,90,792257.0,Mass,Call Center,0.5106,264561.0,25000,10.5825
C00384,0.449,5903896.0,106,395936.0,Mass,WhatsApp,0.2796,58182.0,5000,11.6364
C00385,0.0749,16643360.0,41,261515.0,Mass,WhatsApp,0.2931,54624.0,5000,10.9247
C00386,0.4033,17188585.0,77,797011.0,Affluent,WhatsApp,0.2758,120532.0,5000,24.1064
C00387,0.3054,92625049.0,55,2735277.0,Affluent,Call Center,0.4215,688719.0,25000,27.5488
C00388,0.4056,28829799.0,137,2384454.0,Priority,SMS,0.2132,278215.0,3000,92.7384
C00389,0.2648,69986712.0,111,3961073.0,Affluent,Call Center,0.4891,1196581.0,25000,47.8632
C00390,0.3974,33803033.0,72,1456051.0,Mass,SMS,0.2015,161753.0,3000,53.9178
C00391,0.4161,14631966.0,149,1331466.0,Mass,WhatsApp,0.2859,206278.0,5000,41.2557
C00392,0.1624,28576727.0,82,1034736.0,Mass,Field Agent,0.698,483024.0,180000,2.6835
C00393,0.0753,51847264.0,172,3420301.0,Mass,WhatsApp,0.3503,853402.0,5000,170.6804
C00394,0.4038,82457017.0,109,5415397.0,Affluent,SMS,0.2135,633621.0,3000,211.2071
C00395,0.3825,21901733.0,160,2061751.0,Mass,Field Agent,0.6277,723086.0,180000,4.0171
C00396,0.3087,4813215.0,178,461922.0,Affluent,Call Center,0.4762,131029.0,25000,5.2412
C00397,0.0446,4486503.0,59,100000.0,Affluent,WhatsApp,0.3193,23233.0,5000,4.6466
C00398,0.3387,18037686.0,47,474031.0,Mass,Field Agent,0.553,152197.0,180000,0.8455
C00399,0.1349,2413250.0,151,154240.0,Affluent,Call Center,0.5273,55516.0,25000,2.2206
C00400,0.4231,150502590.0,42,3889808.0,Mass,Call Center,0.3718,778764.0,25000,31.1506
C00401,0.6185,45413484.0,136,4605262.0,Affluent,WhatsApp,0.2476,502613.0,5000,100.5225
C00402,0.446,13239553.0,32,267189.0,Mass,Call Center,0.3516,49510.0,25000,1.9804
C00403,0.2273,8241878.0,157,627419.0,Mass,WhatsApp,0.3215,128375.0,5000,25.675
C00404,0.2304,69895056.0,125,4254249.0,Mass,SMS,0.2377,642055.0,3000,214.0185
C00405,0.076,8209062.0,94,296339.0,Mass,Field Agent,0.7521,158688.0,180000,0.8816
C00406,0.1833,9030873.0,81,333246.0,Affluent,Field Agent,0.6873,150784.0,180000,0.8377
C00407,0.2852,11622349.0,115,699659.0,Priority,SMS,0.2301,97773.0,3000,32.591
C00408,0.5296,28021252.0,70,1346360.0,Affluent,Field Agent,0.5301,346303.0,180000,1.9239
C00409,0.1814,46510275.0,72,1521171.0,Mass,Call Center,0.4829,484267.0,25000,19.3707
C00410,0.4351,82396920.0,37,1900642.0,Priority,Call Center,0.3615,365820.0,25000,14.6328
C00411,0.3913,71082923.0,29,1224849.0,Mass,WhatsApp,0.2315,157172.0,5000,31.4343
C00412,0.0806,25019350.0,161,1559271.0,Mass,SMS,0.2587,286283.0,3000,95.4276
C00413,0.2835,69366067.0,135,4891415.0,Affluent,SMS,0.2303,685209.0,3000,228.4029
C00414,0.3707,12779933.0,80,593491.0,Affluent,Call Center,0.4427,148363.0,25000,5.9345
C00415,0.255,4047137.0,150,305558.0,Priority,Field Agent,0.6795,129242.0,180000,0.718
C00416,0.6127,12778253.0,110,1042689.0,Affluent,WhatsApp,0.2487,115044.0,5000,23.0087
C00417,0.419,11163118.0,108,738632.0,Mass,Call Center,0.4438,177187.0,25000,7.0875
C00418,0.3149,13288364.0,21,151607.0,Mass,WhatsApp,0.2348,21096.0,5000,4.2191
C00419,0.3059,9578309.0,97,499144.0,Mass,WhatsApp,0.3067,91402.0,5000,18.2805
C00420,0.5022,15764589.0,20,210657.0,Mass,Field Agent,0.444,46661.0,180000,0.2592
C00421,0.0962,46474001.0,124,2290505.0,Mass,WhatsApp,0.3463,556779.0,5000,111.3558
C00422,0.2123,138952608.0,13,857842.0,Mass,SMS,0.1786,98643.0,3000,32.8809
C00423,0.2926,4452783.0,93,218814.0,Mass,SMS,0.229,30255.0,3000,10.0851
C00424,0.29,6897377.0,67,243381.0,Mass,Call Center,0.4448,65497.0,25000,2.6199
C00425,0.1592,11329722.0,24,119498.0,Affluent,WhatsApp,0.2608,20896.0,5000,4.1792
C00426,0.3456,53764731.0,86,2606646.0,Mass,Field Agent,0.6341,954030.0,180000,5.3002
C00427,0.0104,20367253.0,37,256429.0,Mass,WhatsApp,0.2985,57006.0,5000,11.4013
C00428,0.3191,12118905.0,45,297794.0,Mass,Field Agent,0.5554,97664.0,180000,0.5426
C00429,0.0257,51193309.0,161,2888758.0,Affluent,Field Agent,0.7726,1645078.0,180000,9.1393
C00430,0.3367,65057148.0,63,2286243.0,Mass,WhatsApp,0.2738,364070.0,5000,72.814
C00431,0.1718,24535373.0,73,802184.0,Mass,SMS,0.232,123597.0,3000,41.1989
C00432,0.5337,11052499.0,2,100000.0,Priority,Call Center,0.2898,14490.0,25000,0.5796
C00433,0.1843,32758268.0,55,821886.0,Affluent,WhatsApp,0.2912,157458.0,5000,31.4915
C00434,0.4259,19798528.0,64,782147.0,Mass,Call Center,0.4035,169488.0,25000,6.7795
C00435,0.4244,19645780.0,130,1573994.0,Mass,WhatsApp,0.2843,240631.0,5000,48.1261
C00436,0.1736,14976400.0,22,147948.0,Mass,WhatsApp,0.2565,25170.0,5000,5.034
C00437,0.1314,63045650.0,168,4458588.0,Mass,Call Center,0.5284,1611999.0,25000,64.48
C00438,0.2345,32096791.0,24,377199.0,Mass,SMS,0.185,44153.0,3000,14.7177
C00439,0.2179,70427000.0,118,3977274.0,Priority,WhatsApp,0.3233,824355.0,5000,164.8709
C00440,0.1857,95125966.0,1,100000.0,Mass,WhatsApp,0.2317,15225.0,5000,3.0451
C00441,0.3562,39561507.0,148,3341904.0,Mass,SMS,0.2201,420755.0,3000,140.2516
C00442,0.128,15065370.0,126,794782.0,Affluent,SMS,0.2521,137432.0,3000,45.8106
C00443,0.1795,70753504.0,151,4839699.0,Mass,SMS,0.2449,782468.0,3000,260.8227
C00444,0.2118,39826819.0,168,3175224.0,Mass,Call Center,0.5047,1032204.0,25000,41.2882
C00445,0.4828,337728933.0,151,33411681.0,Mass,SMS,0.2024,3439827.0,3000,1146.6089
C00446,0.1853,34089135.0,112,1744201.0,Mass,Field Agent,0.7078,811538.0,180000,4.5085
C00447,0.3863,50227559.0,151,4481374.0,Mass,Field Agent,0.6262,1562545.0,180000,8.6808
C00448,0.6533,33424853.0,18,462571.0,Priority,Field Agent,0.3935,77064.0,180000,0.4281
C00449,0.4189,22641335.0,117,1622762.0,Mass,WhatsApp,0.2853,250294.0,5000,50.0587
C00450,0.2465,19299598.0,179,1719220.0,Affluent,Call Center,0.4945,532876.0,25000,21.315
C00451,0.2821,33552778.0,68,1189597.0,Mass,Call Center,0.4486,324950.0,25000,12.998
C00452,0.3754,42100161.0,176,4324155.0,Affluent,Call Center,0.4566,1110325.0,25000,44.413
C00453,0.5149,79302030.0,92,4936327.0,Mass,Call Center,0.4156,1010533.0,25000,40.4213
C00454,0.3072,34046471.0,85,1557347.0,Mass,WhatsApp,0.3013,279874.0,5000,55.9748
C00455,0.4356,15736560.0,55,539840.0,Mass,Field Agent,0.5354,153834.0,180000,0.8546
C00456,0.3164,18029726.0,20,196249.0,Mass,Call Center,0.3634,42206.0,25000,1.6882
C00457,0.2324,6658797.0,158,513670.0,Mass,WhatsApp,0.3206,104374.0,5000,20.8749
C00458,0.225,131642468.0,130,8271408.0,Mass,Call Center,0.5009,2641034.0,25000,105.6413
C00459,0.3176,14551618.0,73,578986.0,Affluent,SMS,0.2128,72829.0,3000,24.2762
C00460,0.3126,65780029.0,174,6200342.0,Mass,WhatsApp,0.3054,1124330.0,5000,224.866
C00461,0.442,32964350.0,34,703876.0,Mass,SMS,0.1693,63025.0,3000,21.0084
C00462,0.0629,33872642.0,141,1792167.0,Affluent,Call Center,0.5485,706380.0,25000,28.2552
C00463,0.3403,22229671.0,82,1021184.0,Mass,SMS,0.2164,128149.0,3000,42.7165
C00464,0.4475,11371121.0,113,811642.0,Mass,SMS,0.2074,88566.0,3000,29.5221
C00465,0.6022,9490966.0,7,100000.0,Affluent,SMS,0.1343,6716.0,3000,2.2386
C00466,0.079,140800108.0,110,5978788.0,Affluent,Call Center,0.5438,2309798.0,25000,92.3919
C00467,0.2299,28017713.0,123,1676880.0,Mass,WhatsApp,0.3211,341892.0,5000,68.3784
C00468,0.3588,77026042.0,177,7805967.0,Mass,SMS,0.2198,978821.0,3000,326.2737
C00469,0.2421,99861354.0,63,3112344.0,Mass,SMS,0.2149,420605.0,3000,140.2016
C00470,0.7285,16577211.0,14,190069.0,Mass,WhatsApp,0.1694,12418.0,5000,2.4836
C00471,0.4656,38182664.0,12,294943.0,Affluent,WhatsApp,0.2046,31214.0,5000,6.2428
C00472,0.2848,26150978.0,27,369414.0,Priority,WhatsApp,0.2454,55089.0,5000,11.0179
C00473,0.4379,7859021.0,54,265354.0,Mass,Field Agent,0.5326,75051.0,180000,0.4169
C00474,0.0396,20767637.0,150,1120667.0,Mass,Call Center,0.5554,454443.0,25000,18.1777
C00475,0.4618,44987398.0,36,1038416.0,Affluent,SMS,0.1684,90772.0,3000,30.2573
C00476,0.4412,15177993.0,27,257146.0,Mass,Call Center,0.3455,47026.0,25000,1.8811
C00477,0.1028,18066016.0,6,100000.0,Affluent,SMS,0.184,12856.0,3000,4.2854
C00478,0.2815,21020727.0,69,755652.0,Mass,SMS,0.2145,98731.0,3000,32.9104
C00479,0.6093,206521631.0,109,16647847.0,Mass,SMS,0.1847,1369318.0,3000,456.4395
C00480,0.3088,3994134.0,51,109833.0,Affluent,Call Center,0.4143,27103.0,25000,1.0841
C00481,0.165,41285821.0,90,1647347.0,Priority,WhatsApp,0.3333,366506.0,5000,73.3012
C00482,0.4214,19405116.0,44,524466.0,Mass,SMS,0.1787,50532.0,3000,16.8439
C00483,0.3039,13173680.0,145,1023776.0,Affluent,SMS,0.2274,139256.0,3000,46.4187
C00484,0.154,18934774.0,5,100000.0,Mass,SMS,0.178,11983.0,3000,3.9942
C00485,0.5679,48727915.0,37,1283585.0,Mass,Call Center,0.3294,197025.0,25000,7.881
C00486,0.079,51593692.0,102,2031496.0,Mass,SMS,0.2589,373729.0,3000,124.5762
C00487,0.5271,30111072.0,152,3133862.0,Mass,Call Center,0.412,628160.0,25000,25.1264
C00488,0.2557,74560967.0,73,2742308.0,Affluent,SMS,0.2209,376914.0,3000,125.6379
C00489,0.1346,88917486.0,13,489043.0,Mass,Call Center,0.3921,130893.0,25000,5.2357
C00490,0.1884,56557158.0,100,2595513.0,Mass,Call Center,0.5116,870857.0,25000,34.8343
C00491,0.3465,14478769.0,49,400389.0,Mass,Call Center,0.4016,92725.0,25000,3.709
C00492,0.4199,40989559.0,55,1382603.0,Affluent,Call Center,0.3918,292537.0,25000,11.7015
C00493,0.4313,41185098.0,167,4270334.0,Affluent,WhatsApp,0.283,645713.0,5000,129.1426
C00494,0.2528,11058998.0,170,943471.0,Mass,WhatsApp,0.3167,186353.0,5000,37.2707
C00495,0.2011,5204049.0,47,114319.0,Mass,Call Center,0.4351,32303.0,25000,1.2921
C00496,0.2921,3307194.0,107,186877.0,Priority,Call Center,0.4811,54298.0,25000,2.1719
C00497,0.0711,26808830.0,98,1000283.0,Mass,WhatsApp,0.3511,250888.0,5000,50.1776
C00498,0.3686,33680382.0,174,3393503.0,Affluent,Call Center,0.4586,880455.0,25000,35.2182
C00499,0.121,7668295.0,171,542861.0,Mass,Field Agent,0.7339,274694.0,180000,1.5261
C00500,0.1532,71158384.0,64,1983078.0,Affluent,Call Center,0.4767,636644.0,25000,25.4658
C00501,0.574,29110356.0,5,104214.0,Mass,SMS,0.1359,6795.0,3000,2.2652
C00502,0.2129,96382865.0,1,100000.0,Mass,WhatsApp,0.2281,14677.0,5000,2.9353
C00503,0.2478,36212766.0,1,100000.0,Mass,Call Center,0.3475,21760.0,25000,0.8704
C00504,0.1415,8606711.0,141,518956.0,Mass,WhatsApp,0.3378,119067.0,5000,23.8133
C00505,0.1569,39533841.0,134,2319955.0,Mass,WhatsApp,0.3348,521681.0,5000,104.3362
C00506,0.2842,48861341.0,149,3805948.0,Priority,WhatsApp,0.3108,719091.0,5000,143.8183
C00507,0.2337,14458063.0,26,183882.0,Mass,SMS,0.1867,21731.0,3000,7.2435
C00508,0.1575,5910810.0,11,100000.0,Mass,WhatsApp,0.2466,16552.0,5000,3.3105
C00509,0.3832,27637454.0,31,504451.0,Mass,SMS,0.1738,48959.0,3000,16.3197
C00510,0.4547,9189221.0,113,660927.0,Mass,WhatsApp,0.2786,96217.0,5000,19.2435
C00511,0.1051,76689399.0,2,100000.0,Mass,Call Center,0.3788,26423.0,25000,1.0569
C00512,0.1933,16638165.0,119,915174.0,Mass,SMS,0.2429,145253.0,3000,48.4177
C00513,0.6464,140257067.0,161,17258792.0,Affluent,SMS,0.1795,1322135.0,3000,440.7116
C00514,0.2414,2988337.0,27,100000.0,Affluent,Call Center,0.3919,24660.0,25000,0.9864
C00515,0.072,28607572.0,133,1450841.0,Mass,Field Agent,0.7538,780851.0,180000,4.3381
C00516,0.1551,104404050.0,100,4559518.0,Affluent,Call Center,0.5214,1598686.0,25000,63.9474
C00517,0.3819,10263270.0,170,1025755.0,Mass,Field Agent,0.628,360118.0,180000,2.0007
C00518,0.0392,21320624.0,44,337204.0,Mass,Call Center,0.4703,115836.0,25000,4.6334
C00519,0.5392,16707206.0,41,474552.0,Priority,Call Center,0.3418,77916.0,25000,3.1166
C00520,0.4647,12617796.0,3,100000.0,Affluent,Field Agent,0.422,21845.0,180000,0.1214
C00521,0.4299,31928482.0,127,2513701.0,Mass,SMS,0.2098,282203.0,3000,94.0678
C00522,0.161,6844560.0,157,473560.0,Mass,Call Center,0.5197,164753.0,25000,6.5901
C00523,0.2744,22374167.0,4,100000.0,Mass,Call Center,0.3469,21260.0,25000,0.8504
C00524,0.3687,41882583.0,89,2158809.0,Mass,Field Agent,0.6312,770745.0,180000,4.2819
C00525,0.1812,20161647.0,131,1199396.0,Affluent,Field Agent,0.7094,561099.0,180000,3.1172
C00526,0.5722,9195108.0,141,926756.0,Mass,Call Center,0.3988,171438.0,25000,6.8575
C00527,0.243,70039630.0,168,5828639.0,Affluent,WhatsApp,0.3186,1166983.0,5000,233.3965
C00528,0.3315,51890347.0,131,3768030.0,Affluent,Field Agent,0.6484,1427517.0,180000,7.9307
C00529,0.2471,8825883.0,166,729735.0,Mass,Field Agent,0.6827,312072.0,180000,1.7337
C00530,0.1519,6853560.0,179,533173.0,Affluent,SMS,0.2487,89390.0,3000,29.7966
C00531,0.5334,9649937.0,167,1110217.0,Affluent,WhatsApp,0.2637,141492.0,5000,28.2985
C00532,0.3155,43126989.0,79,1852382.0,Mass,Field Agent,0.6309,692096.0,180000,3.845
C00533,0.1376,32932128.0,74,1035822.0,Mass,Call Center,0.4985,351732.0,25000,14.0693
C00534,0.3213,55089467.0,77,2322566.0,Affluent,SMS,0.2153,294660.0,3000,98.2201
C00535,0.7134,18042419.0,172,2510406.0,Priority,SMS,0.1701,167963.0,3000,55.9876
C00536,0.1554,9915920.0,51,220966.0,Mass,Field Agent,0.6263,93042.0,180000,0.5169
C00537,0.3409,62659939.0,136,4777438.0,Mass,WhatsApp,0.3001,830791.0,5000,166.1583
C00538,0.2668,14374090.0,113,830345.0,Affluent,WhatsApp,0.3141,160800.0,5000,32.16
C00539,0.4269,30127063.0,12,223410.0,Priority,SMS,0.1556,18647.0,3000,6.2157
C00540,0.3945,5306598.0,88,278477.0,Mass,Call Center,0.448,68961.0,25000,2.7584
C00541,0.2241,14140816.0,36,245743.0,Mass,SMS,0.1957,30676.0,3000,10.2254
C00542,0.1943,68598601.0,132,4191160.0,Affluent,WhatsApp,0.3278,896885.0,5000,179.377
C00543,0.2798,12214225.0,81,514351.0,Mass,WhatsApp,0.3023,94850.0,5000,18.9699
C00544,0.7853,56451375.0,65,3144248.0,Mass,Call Center,0.3081,346157.0,25000,13.8463
C00545,0.0594,2429915.0,12,100000.0,Mass,Call Center,0.4067,29293.0,25000,1.1717
C00546,0.4766,14288916.0,24,223276.0,Mass,Call Center,0.333,38041.0,25000,1.5216
C00547,0.1188,21063068.0,138,1199124.0,Affluent,WhatsApp,0.342,283252.0,5000,56.6504
C00548,0.2551,142795870.0,156,11214493.0,Mass,SMS,0.2343,1635320.0,3000,545.1067
C00549,0.1793,7766448.0,53,186397.0,Affluent,Field Agent,0.6226,76640.0,180000,0.4258
