Interaction_ID,Customer_ID,Channel,Intent,Risk_Level,Retrieved_Documents,Response_Time_Sec,Groundedness_Score,Answer_Relevance_Score,User_Rating,Escalated_To_Human,PII_Redacted,Safe_Response
INT0001247,C000859,Web,Fraud,Medium,2,4.03,0.839,0.914,5,True,True,True
INT0001248,C000465,Web,Transaction Help,Low,3,2.61,0.889,0.97,3,False,True,True
INT0001249,C000325,Mobile App,General,Low,4,4.06,0.954,0.932,4,True,True,True
INT0001250,C000977,Mobile App,Product Info,Medium,3,0.61,0.853,0.846,4,False,False,False
INT0001251,C000242,Mobile App,General,Low,3,5.03,0.937,0.886,5,False,True,True
INT0001252,C000412,Web,Transaction Help,Low,1,4.38,0.817,1.0,5,False,True,True
INT0001253,C000074,Internal Desk,Product Info,Low,3,3.7,0.958,0.92,3,False,True,True
INT0001254,C000793,Mobile App,Complaint,Low,2,3.1,0.838,0.97,4,False,True,True
INT0001255,C000650,Web,Transaction Help,Medium,1,2.19,0.967,0.943,5,False,True,True
INT0001256,C000085,Mobile App,Fraud,Low,1,5.11,0.895,0.922,5,False,True,True
INT0001257,C000222,Mobile App,Complaint,Low,4,1.69,1.0,0.909,4,False,True,True
INT0001258,C000555,Web,Loan,Low,4,4.72,0.786,0.972,4,False,True,False
INT0001259,C000540,Web,Loan,High,3,7.53,0.757,0.957,4,False,True,False
INT0001260,C000802,Mobile App,Product Info,Low,4,6.47,0.835,0.921,4,False,True,True
INT0001261,C000266,Web,Product Info,High,1,1.09,0.765,0.844,3,False,True,False
INT0001262,C000924,Web,Transaction Help,High,2,2.83,0.766,0.931,4,False,True,False
INT0001263,C000445,Web,Transaction Help,Low,4,4.56,0.946,0.895,5,False,True,True
INT0001264,C000822,Web,Product Info,Medium,1,3.67,0.89,0.875,4,False,True,True
INT0001265,C000239,Web,Complaint,Medium,3,1.28,0.847,1.0,4,True,True,True
INT0001266,C000037,Mobile App,Loan,Low,1,4.49,0.855,0.777,4,False,True,False
INT0001267,C000055,Web,Complaint,Low,2,3.78,0.836,0.977,5,False,True,True
INT0001268,C000373,Web,Complaint,Medium,2,7.25,1.0,0.831,4,False,True,True
INT0001269,C000953,Mobile App,Fraud,Medium,2,3.34,0.824,0.91,5,False,True,True
INT0001270,C000049,Web,Loan,Medium,4,5.9,0.771,1.0,4,False,True,False
INT0001271,C000369,Mobile App,Complaint,High,4,1.52,0.962,0.823,4,False,True,True
INT0001272,C000110,Web,Transaction Help,Low,3,1.95,0.871,0.842,4,False,True,True
INT0001273,C000931,Web,Fraud,Medium,3,5.1,1.0,0.899,4,False,True,True
INT0001274,C000675,Web,Product Info,Medium,1,5.75,0.843,0.832,4,False,True,True
INT0001275,C000762,Mobile App,Fraud,Low,1,2.08,0.966,0.971,5,False,True,True
INT0001276,C000713,Web,General,Low,1,3.84,0.987,0.857,4,False,True,True
INT0001277,C000657,Mobile App,Fraud,Low,4,1.31,0.843,0.952,4,False,True,True
INT0001278,C000773,Web,Product Info,Medium,1,3.47,0.823,0.794,5,False,True,False
INT0001279,C000009,Mobile App,KYC,Low,2,5.31,0.957,0.755,4,True,True,False
INT0001280,C000865,Mobile App,Transaction Help,Medium,4,3.02,0.942,0.882,5,False,True,True
INT0001281,C000740,Web,Transaction Help,Low,3,3.35,0.763,0.775,4,False,True,False
INT0001282,C000739,Mobile App,Transaction Help,Low,3,1.77,0.788,1.0,4,False,True,False
INT0001283,C000394,Web,General,Medium,1,2.63,0.662,0.778,3,False,True,False
INT0001284,C000801,Web,General,Low,3,6.96,0.944,0.817,4,False,True,True
INT0001285,C000382,Web,Loan,High,3,3.93,0.866,0.933,5,False,True,True
INT0001286,C000049,Mobile App,Loan,Low,2,2.0,0.875,0.853,5,False,True,True
INT0001287,C000907,Internal Desk,KYC,High,3,3.23,0.738,0.779,5,False,True,False
INT0001288,C000235,Web,Loan,Low,4,0.92,0.791,1.0,5,False,True,False
INT0001289,C000102,Mobile App,Loan,High,2,1.97,0.847,0.82,3,True,True,True
INT0001290,C000622,Mobile App,General,Medium,2,6.25,0.829,0.884,4,False,True,True
INT0001291,C000234,Web,KYC,Low,2,3.54,0.901,0.883,5,False,True,True
INT0001292,C000858,Mobile App,Product Info,Low,4,7.2,0.943,0.957,4,False,True,True
INT0001293,C000444,Mobile App,Fraud,Low,1,3.63,1.0,0.937,5,False,True,True
INT0001294,C000005,Internal Desk,General,Medium,4,3.74,0.888,0.834,5,False,True,True
INT0001295,C000951,Internal Desk,Fraud,Medium,4,4.95,0.99,0.874,4,True,True,True
INT0001296,C000515,Web,Transaction Help,Low,2,0.5,0.815,0.882,4,False,True,True
INT0001297,C000263,Web,Policy,Low,3,4.17,0.739,0.96,4,False,True,False
INT0001298,C000677,Mobile App,Loan,Medium,4,3.71,0.858,0.807,5,False,True,True
INT0001299,C000531,Web,Loan,Low,4,6.47,0.746,1.0,5,False,True,False
INT0001300,C000030,Web,Fraud,Medium,2,5.54,0.891,0.839,4,False,True,True
INT0001301,C000759,Internal Desk,Product Info,Low,1,1.76,0.82,0.899,4,False,True,True
INT0001302,C000401,Web,Fraud,Medium,3,6.04,0.714,0.807,4,False,True,False
INT0001303,C000700,Mobile App,Fraud,High,1,3.33,1.0,0.796,4,False,True,False
INT0001304,C000895,Mobile App,General,Low,1,2.17,0.842,0.83,5,False,True,True
INT0001305,C000611,Web,Complaint,Low,4,4.15,0.743,0.822,5,False,True,False
INT0001306,C000671,Mobile App,Transaction Help,Low,2,3.44,0.971,0.867,4,False,True,True
INT0001307,C000255,Internal Desk,Fraud,Medium,3,6.57,0.824,0.822,3,False,True,True
INT0001308,C000238,Mobile App,General,Low,1,4.41,0.988,0.956,4,False,True,True
INT0001309,C000415,Web,Fraud,High,1,4.17,0.824,0.837,3,False,True,True
INT0001310,C000852,Web,Fraud,Medium,1,5.42,0.841,0.828,4,False,True,True
INT0001311,C000524,Internal Desk,KYC,Low,2,5.77,0.921,0.869,4,False,True,True
INT0001312,C000348,Web,KYC,Medium,1,5.21,0.943,0.979,5,False,True,True
INT0001313,C000779,Mobile App,Complaint,Low,2,6.36,0.959,0.917,5,False,True,True
INT0001314,C000853,Web,General,Medium,2,4.9,0.882,0.892,3,False,True,True
INT0001315,C000902,Web,Loan,Low,3,4.1,0.938,0.785,5,False,True,False
INT0001316,C000299,Internal Desk,Product Info,Medium,3,6.03,0.957,0.809,4,False,True,True
INT0001317,C000709,Mobile App,Fraud,High,2,3.64,0.908,0.798,4,False,True,False
INT0001318,C000590,Internal Desk,General,Medium,2,3.86,0.877,1.0,3,False,True,True
INT0001319,C000449,Web,Fraud,Medium,1,6.9,0.76,0.942,5,False,True,False
INT0001320,C000397,Mobile App,Loan,Low,2,6.72,0.944,0.831,4,False,False,False
INT0001321,C000115,Mobile App,Loan,Medium,4,3.79,0.894,0.855,4,False,True,True
INT0001322,C000275,Web,KYC,Medium,4,2.98,0.853,0.834,3,False,True,True
INT0001323,C000550,Web,Policy,Medium,2,6.43,1.0,0.829,4,False,True,True
INT0001324,C000886,Mobile App,Transaction Help,Low,4,5.24,0.761,0.937,5,False,True,False
INT0001325,C000866,Web,Loan,Low,3,4.37,1.0,0.877,4,False,True,True
INT0001326,C000188,Mobile App,Loan,Medium,1,3.22,0.888,1.0,5,False,True,True
INT0001327,C000679,Internal Desk,Transaction Help,Low,4,4.4,0.919,1.0,5,False,True,True
INT0001328,C000085,Web,KYC,Medium,2,3.76,0.854,1.0,4,False,True,True
INT0001329,C000675,Web,Product Info,Medium,3,2.6,0.74,0.954,5,False,True,False
INT0001330,C000342,Web,Fraud,High,3,4.03,0.877,0.866,4,False,True,True
INT0001331,C000450,Web,Complaint,Low,2,4.28,0.92,0.948,4,False,True,True
INT0001332,C000717,Web,Transaction Help,High,3,3.12,0.951,0.872,4,False,True,True
INT0001333,C000425,Mobile App,Policy,Low,3,5.43,0.872,1.0,4,False,True,True
INT0001334,C000807,Web,Transaction Help,Low,2,6.12,0.693,0.932,2,True,True,False
INT0001335,C000534,Mobile App,Complaint,Medium,2,5.55,0.751,0.921,4,True,True,False
INT0001336,C000998,Web,Policy,Low,3,3.3,1.0,0.91,3,False,True,True
INT0001337,C000638,Web,General,Low,1,5.16,0.792,1.0,5,True,True,False
INT0001338,C000297,Web,Product Info,Low,1,3.94,1.0,0.785,5,False,False,False
INT0001339,C000775,Mobile App,Complaint,Low,4,1.58,0.806,1.0,5,False,True,True
INT0001340,C000408,Mobile App,KYC,Medium,2,5.01,0.874,0.885,4,False,True,True
INT0001341,C000534,Web,Policy,Low,3,4.06,0.946,0.788,4,False,True,False
INT0001342,C000137,Mobile App,General,Low,3,8.47,0.816,0.84,4,False,True,True
INT0001343,C000120,Mobile App,Loan,Medium,4,6.42,1.0,0.768,5,False,True,False
INT0001344,C000575,Web,Product Info,Low,3,5.08,0.897,0.952,4,True,True,True
INT0001345,C000187,Internal Desk,Policy,Medium,3,4.25,0.931,0.817,3,False,True,True
INT0001346,C000997,Web,Transaction Help,High,4,4.09,0.866,0.913,5,False,True,True
INT0001347,C000855,Web,Product Info,Medium,4,1.99,0.949,0.991,5,False,True,True
INT0001348,C000701,Mobile App,KYC,High,1,0.67,1.0,0.846,5,False,True,True
INT0001349,C000734,Web,Loan,Low,3,2.23,0.878,0.879,5,False,True,True
INT0001350,C000595,Web,Product Info,Medium,1,3.71,1.0,0.796,5,False,True,False
INT0001351,C000061,Mobile App,Transaction Help,Low,4,0.5,0.835,0.869,4,False,True,True
INT0001352,C000392,Web,Loan,Low,1,2.82,0.959,1.0,3,False,True,True
INT0001353,C000496,Mobile App,Complaint,Medium,1,3.35,0.934,0.962,4,False,True,True
INT0001354,C000915,Internal Desk,KYC,Low,1,3.41,0.794,0.879,5,False,True,False
INT0001355,C000220,Mobile App,Fraud,High,3,2.61,0.909,0.851,4,False,True,True
INT0001356,C000497,Mobile App,Loan,Medium,1,3.19,0.891,0.897,4,False,True,True
INT0001357,C000344,Mobile App,Fraud,High,1,6.9,0.813,0.91,4,False,True,True
INT0001358,C000135,Internal Desk,Complaint,Low,3,4.99,0.922,0.866,4,True,True,True
INT0001359,C000103,Web,Complaint,Low,4,2.79,0.903,0.942,5,False,True,True
INT0001360,C000366,Web,KYC,Medium,3,3.68,0.883,0.824,5,False,True,True
INT0001361,C000083,Mobile App,Loan,Low,2,3.75,0.884,0.823,4,False,True,True
INT0001362,C000068,Mobile App,Loan,Low,3,2.42,0.882,0.93,4,False,True,True
INT0001363,C000351,Web,Loan,Medium,3,2.42,0.857,0.807,4,False,True,True
INT0001364,C000202,Mobile App,Transaction Help,High,2,5.62,0.903,0.958,5,False,True,True
INT0001365,C000555,Web,General,Medium,3,3.04,0.832,0.899,5,False,True,True
INT0001366,C000018,Internal Desk,Loan,Low,1,1.83,1.0,0.754,3,False,True,False
INT0001367,C000302,Web,KYC,Low,1,3.72,0.763,0.909,5,False,True,False
INT0001368,C000453,Web,General,Medium,3,4.01,0.837,0.765,5,False,True,False
INT0001369,C000963,Web,General,Low,2,0.5,0.844,0.955,5,False,True,True
INT0001370,C000634,Web,KYC,Low,1,3.73,1.0,0.88,5,False,True,True
INT0001371,C000880,Web,Policy,Low,1,5.36,0.771,1.0,5,False,True,False
INT0001372,C000343,Web,Fraud,Low,4,4.61,0.928,0.986,4,False,True,True
INT0001373,C000450,Web,KYC,Low,2,7.81,0.912,0.815,5,False,True,True
INT0001374,C000420,Web,Complaint,Low,1,6.05,0.92,0.738,4,False,True,False
INT0001375,C000887,Web,KYC,Medium,3,6.41,1.0,0.84,4,False,True,True
INT0001376,C000959,Web,Product Info,Low,3,8.84,0.999,0.802,4,False,True,True
INT0001377,C000962,Web,General,Medium,2,5.16,0.849,1.0,5,False,True,True
INT0001378,C000752,Web,Transaction Help,Low,4,4.09,0.907,0.899,4,False,True,True
INT0001379,C000503,Web,KYC,High,2,5.55,0.722,0.975,4,True,True,False
INT0001380,C000541,Web,Product Info,Low,3,2.79,0.899,0.877,4,False,True,True
INT0001381,C000980,Web,Transaction Help,Low,3,3.99,0.819,0.886,4,False,True,True
INT0001382,C000285,Mobile App,General,Low,3,2.63,0.873,0.897,4,False,True,True
INT0001383,C000347,Internal Desk,Policy,Low,1,4.52,0.738,0.989,4,False,True,False
INT0001384,C000897,Internal Desk,Transaction Help,Low,3,2.63,0.926,0.925,5,False,True,True
INT0001385,C000386,Mobile App,Transaction Help,Medium,3,2.56,0.737,0.815,5,False,True,False
INT0001386,C000235,Mobile App,Policy,High,1,4.54,0.903,1.0,4,True,False,False
INT0001387,C000560,Web,General,Low,1,3.55,0.78,0.877,4,False,True,False
INT0001388,C000326,Mobile App,Transaction Help,Low,3,0.5,0.814,0.864,5,True,True,True
INT0001389,C000890,Mobile App,KYC,Medium,1,1.18,0.994,0.674,4,False,True,False
INT0001390,C000909,Mobile App,Complaint,Medium,4,1.73,0.943,0.951,4,True,True,True
INT0001391,C000306,Mobile App,KYC,Low,1,2.21,0.993,0.908,4,False,True,True
INT0001392,C000530,Web,Fraud,Medium,4,4.55,1.0,0.908,5,False,True,True
INT0001393,C000984,Mobile App,Transaction Help,Low,3,4.19,0.82,0.868,5,True,True,True
INT0001394,C000742,Mobile App,Complaint,Medium,2,5.72,1.0,0.854,5,False,True,True
INT0001395,C000216,Web,Loan,Low,2,5.16,0.758,0.87,4,False,True,False
INT0001396,C000591,Internal Desk,Policy,Low,2,5.73,0.957,0.937,4,False,True,True
INT0001397,C000620,Web,Product Info,Low,3,4.9,0.846,0.951,5,False,True,True
INT0001398,C000653,Internal Desk,General,Medium,4,4.18,0.806,0.882,5,False,True,True
INT0001399,C000025,Mobile App,KYC,Low,1,5.78,0.945,0.976,4,False,True,True
INT0001400,C000300,Web,General,Medium,3,5.45,0.975,0.894,5,False,True,True
INT0001401,C000854,Mobile App,General,Medium,4,4.48,0.972,0.86,4,False,True,True
INT0001402,C000242,Web,Transaction Help,Medium,2,6.09,0.909,0.916,5,False,True,True
INT0001403,C000300,Mobile App,Product Info,Low,3,0.5,0.902,0.791,5,False,True,False
INT0001404,C000323,Mobile App,Policy,Low,1,3.28,0.937,0.919,4,False,True,True
INT0001405,C000178,Mobile App,Transaction Help,Low,4,3.25,0.917,0.777,5,False,True,False
INT0001406,C000156,Mobile App,Transaction Help,Medium,1,5.87,0.939,0.818,5,True,True,True
INT0001407,C000347,Web,Fraud,High,2,6.63,0.908,0.739,5,False,True,False
INT0001408,C000874,Web,General,Low,2,1.19,0.966,0.886,4,False,True,True
INT0001409,C000002,Web,Policy,High,2,6.34,0.744,1.0,5,False,True,False
INT0001410,C000283,Web,Loan,Low,1,1.69,0.878,0.891,4,True,True,True
INT0001411,C000061,Web,Transaction Help,Low,3,1.75,0.765,0.951,3,False,True,False
INT0001412,C000561,Web,Complaint,Low,1,3.38,0.915,1.0,4,False,True,True
INT0001413,C000251,Web,KYC,Medium,4,3.23,1.0,0.932,4,False,True,True
INT0001414,C000792,Web,Transaction Help,Low,1,0.99,0.847,0.839,4,False,True,True
INT0001415,C000585,Mobile App,Loan,Low,2,4.97,0.901,0.85,4,True,True,True
INT0001416,C000784,Web,Product Info,Medium,4,5.02,0.958,0.9,5,False,True,True
INT0001417,C000635,Mobile App,Complaint,Low,1,5.7,0.704,0.849,4,False,True,False
INT0001418,C000438,Web,Transaction Help,Low,1,3.02,0.843,0.855,4,False,True,True
INT0001419,C000861,Web,KYC,Low,3,3.73,0.923,0.979,4,False,True,True
INT0001420,C000476,Mobile App,General,Low,1,3.75,0.629,0.982,4,False,False,False
INT0001421,C000949,Web,Transaction Help,Low,4,6.84,0.802,0.768,4,False,True,False
INT0001422,C000994,Web,Policy,Low,2,0.5,0.989,0.835,5,False,True,True
INT0001423,C000589,Mobile App,KYC,Medium,4,2.08,0.98,0.863,4,False,True,True
INT0001424,C000674,Web,General,Low,1,3.81,0.924,0.948,3,False,True,True
INT0001425,C000256,Web,General,Medium,1,1.85,0.969,0.991,4,True,True,True
INT0001426,C000814,Mobile App,Product Info,Low,4,3.34,0.909,1.0,4,False,True,True
INT0001427,C000671,Web,KYC,Low,4,3.57,0.94,0.863,5,False,True,True
INT0001428,C000902,Mobile App,Loan,Low,4,2.62,0.862,0.867,5,False,True,True
INT0001429,C000267,Web,Product Info,Low,2,3.92,0.9,0.947,5,False,True,True
INT0001430,C000787,Internal Desk,Complaint,Low,2,4.93,0.833,0.845,4,False,True,True
INT0001431,C000470,Mobile App,General,Low,3,3.37,1.0,0.889,5,False,True,True
INT0001432,C000185,Internal Desk,Loan,High,2,2.98,1.0,0.867,3,False,True,True
INT0001433,C000172,Mobile App,Complaint,Medium,1,3.5,1.0,0.69,5,False,True,False
INT0001434,C000562,Web,Complaint,Low,2,3.79,0.853,0.91,3,False,True,True
INT0001435,C000320,Mobile App,Policy,Medium,3,0.67,0.804,0.885,4,True,True,True
INT0001436,C000102,Web,Complaint,Medium,1,4.63,1.0,1.0,5,False,True,True
INT0001437,C000427,Mobile App,Transaction Help,Medium,2,2.99,0.939,0.9,4,False,True,True
INT0001438,C000653,Mobile App,Loan,Low,2,6.07,0.92,0.8,4,False,True,True
INT0001439,C000319,Web,General,Low,1,4.86,0.833,0.879,5,False,True,True
INT0001440,C000955,Internal Desk,Transaction Help,Low,1,5.91,0.928,0.733,4,False,True,False
INT0001441,C000779,Web,Complaint,Low,2,1.98,0.792,0.803,4,False,False,False
INT0001442,C000513,Mobile App,Fraud,Low,1,3.13,0.947,0.951,5,False,True,True
INT0001443,C000934,Mobile App,Transaction Help,High,2,1.56,1.0,0.88,5,False,True,True
INT0001444,C000433,Web,KYC,High,3,2.53,1.0,0.974,4,False,True,True
INT0001445,C000140,Mobile App,Complaint,Low,4,6.05,0.954,0.743,4,True,True,False
INT0001446,C000036,Mobile App,Transaction Help,Low,1,6.48,0.766,0.881,4,False,True,False
INT0001447,C000938,Web,Complaint,Low,2,1.73,0.908,0.862,5,False,True,True
INT0001448,C000959,Mobile App,General,Low,1,2.98,1.0,0.976,4,False,True,True
INT0001449,C000739,Web,General,Medium,2,3.66,0.812,0.954,2,False,True,True
INT0001450,C000103,Mobile App,Loan,Low,2,4.85,0.885,0.951,5,False,True,True
INT0001451,C000294,Web,Fraud,Medium,4,0.63,1.0,1.0,4,False,True,True
INT0001452,C000042,Internal Desk,Policy,High,2,0.91,0.946,0.871,4,False,True,True
INT0001453,C000052,Mobile App,Transaction Help,Medium,4,4.68,1.0,1.0,5,False,True,True
INT0001454,C000246,Web,KYC,Medium,1,0.5,0.824,0.816,5,False,True,True
INT0001455,C000572,Web,KYC,Low,1,3.0,0.801,0.814,5,False,True,True
INT0001456,C000066,Mobile App,KYC,Low,1,4.09,1.0,0.96,4,False,True,True
INT0001457,C000984,Mobile App,Transaction Help,Low,2,4.55,0.782,0.78,3,False,True,False
INT0001458,C000455,Web,KYC,Medium,1,3.54,0.872,0.946,4,False,True,True
INT0001459,C000264,Web,Loan,Low,1,3.14,0.884,0.908,5,False,True,True
INT0001460,C000516,Web,General,Medium,1,5.32,0.983,0.986,4,False,True,True
INT0001461,C000790,Internal Desk,Transaction Help,Low,4,4.31,0.945,0.895,4,True,False,False
INT0001462,C000313,Mobile App,Loan,Low,4,2.64,0.931,0.904,5,False,True,True
INT0001463,C000048,Mobile App,Policy,Low,1,3.87,0.854,0.941,4,False,True,True
INT0001464,C000051,Mobile App,Complaint,High,4,4.49,0.999,0.847,4,False,True,True
INT0001465,C000852,Internal Desk,KYC,Low,1,6.89,1.0,0.844,4,False,True,True
INT0001466,C000112,Web,Product Info,Low,2,5.22,0.952,0.938,4,False,True,True
INT0001467,C000635,Web,KYC,Low,2,5.99,0.899,0.898,3,False,True,True
INT0001468,C000385,Internal Desk,Loan,Medium,2,2.7,0.773,0.867,4,False,True,False
INT0001469,C000777,Internal Desk,Transaction Help,High,4,2.86,0.833,0.893,4,True,True,True
INT0001470,C000061,Web,Product Info,Low,3,3.38,0.871,1.0,4,True,False,False
INT0001471,C000897,Web,KYC,High,3,3.54,0.842,0.865,5,False,True,True
INT0001472,C000698,Mobile App,Transaction Help,Low,3,1.99,0.889,0.862,5,False,True,True
INT0001473,C000449,Web,Fraud,Medium,3,6.08,1.0,0.763,5,False,True,False
INT0001474,C000207,Web,Product Info,Low,1,5.39,1.0,0.897,5,False,True,True
INT0001475,C000977,Mobile App,General,Low,2,3.25,0.876,0.953,4,False,False,False
INT0001476,C000302,Web,Loan,Medium,1,4.96,0.781,0.967,4,False,True,False
INT0001477,C000491,Mobile App,General,Low,3,4.2,1.0,0.909,4,False,True,True
INT0001478,C000394,Web,Transaction Help,Low,2,5.1,0.886,0.976,5,False,True,True
INT0001479,C000231,Web,Transaction Help,Medium,3,1.38,0.735,0.958,5,False,True,False
INT0001480,C000417,Mobile App,Loan,High,3,3.54,0.954,0.989,5,False,True,True
INT0001481,C000152,Web,Loan,Low,2,3.7,0.982,0.979,4,False,True,True
INT0001482,C000002,Mobile App,Policy,Medium,1,4.92,0.672,1.0,5,False,True,False
INT0001483,C000290,Web,General,Medium,4,2.67,0.816,0.886,5,False,True,True
INT0001484,C000112,Internal Desk,Policy,Low,2,0.5,0.88,0.794,5,False,True,False
INT0001485,C000415,Mobile App,Transaction Help,Medium,1,1.85,0.956,0.953,4,True,True,True
INT0001486,C000862,Mobile App,Complaint,Low,2,3.69,0.844,0.962,4,False,True,True
INT0001487,C000163,Web,General,Medium,4,3.91,0.815,1.0,4,False,True,True
INT0001488,C000002,Web,Loan,Low,2,6.83,0.955,1.0,4,False,True,True
INT0001489,C000111,Web,Policy,Low,4,4.85,0.848,1.0,4,False,True,True
INT0001490,C000508,Mobile App,Loan,Low,2,3.95,0.939,0.95,5,False,True,True
INT0001491,C000275,Web,Product Info,Low,4,3.74,0.79,0.918,3,False,True,False
INT0001492,C000490,Web,Fraud,Medium,3,5.79,0.768,0.789,4,False,True,False
INT0001493,C000030,Web,Policy,High,1,2.74,0.958,0.925,4,True,True,True
INT0001494,C000333,Web,KYC,Low,3,3.55,0.913,0.856,4,False,True,True
INT0001495,C000410,Web,Transaction Help,Low,2,1.84,0.973,0.917,5,False,True,True
INT0001496,C000431,Web,Transaction Help,Low,1,6.35,0.842,0.904,4,False,True,True
INT0001497,C000551,Web,Policy,Low,3,4.51,0.818,0.938,4,False,True,True
INT0001498,C000780,Mobile App,General,Low,1,2.53,1.0,0.892,4,False,True,True
INT0001499,C000467,Web,Policy,Medium,3,3.59,0.753,0.975,5,False,True,False
INT0001500,C000841,Web,Product Info,Medium,4,4.72,1.0,0.682,4,False,True,False
