Lead_ID,Age,Monthly_Income,Account_Tenure_Months,Product_Count,Monthly_Transactions,Digital_Engagement,Balance,Credit_Utilization,Recent_Application,Segment,Converted,Conversion_Probability
L00265,65,20155168,1,4,23,79,106606564.08538476,0.9386441803829159,0,Mass,0,0.32406943181361486
L00266,47,46712204,96,1,21,50,11610055.130818771,0.46018398396399285,0,Affluent,1,0.5395478040611982
L00267,41,6066011,144,4,26,78,23067886.775388334,0.53031560458966,0,Mass,0,0.13267055758979815
L00268,36,27194090,7,1,14,85,12121475.263476938,0.2794144067438463,0,Affluent,1,0.42780678568849306
L00269,48,40747030,10,3,16,13,2958794.768580604,0.056918517728431484,1,Mass,0,0.19338938206530681
L00270,47,28463897,69,4,25,87,12223217.243382428,0.7256517668673649,0,Affluent,0,0.46551046115599176
L00271,34,46932270,93,2,18,30,31863579.283086907,0.7013776840054525,0,Mass,0,0.21160418128456243
L00272,22,18470752,86,4,20,46,27386221.084157802,0.9252866686004568,0,Mass,0,0.19776367645670917
L00273,27,5533306,77,4,18,97,11187336.436291484,0.06899187416432984,0,Mass,0,0.55964463004786
L00274,64,39601214,46,4,14,37,3494862.6789069404,0.173318660951584,1,Priority,1,0.7083363173170301
L00275,39,7128186,11,2,21,95,28574330.757180467,0.6909269438878508,0,Mass,0,0.43009865356135113
L00276,42,39178807,6,4,18,56,22817705.384819705,0.34706627360829995,1,Mass,1,0.4069670567164727
L00277,42,37737194,18,4,19,11,34864218.83338753,0.10739581835939735,0,Priority,1,0.5600609430860128
L00278,56,42836528,125,2,8,85,11403701.616158573,0.32086232256530883,1,Affluent,1,0.6652321755460618
L00279,23,26030599,142,4,18,14,2783406.140991676,0.12894523294487228,1,Affluent,0,0.34998349337677237
L00280,24,45193210,79,5,14,67,25579989.46176372,0.8038451800500257,1,Mass,1,0.48728763445916595
L00281,33,11812256,14,5,23,51,14863483.543792916,0.8392398398641396,1,Mass,0,0.2714129878565157
L00282,42,23980065,75,4,11,22,60324237.67726263,0.623200929788367,0,Priority,1,0.540881012563873
L00283,51,9604382,178,4,20,56,15437247.122860344,0.3970375304336347,0,Mass,0,0.3900564383055955
L00284,43,39276276,45,5,23,42,14333268.61686343,0.7419103211626362,0,Affluent,1,0.3348207627226299
L00285,40,36856525,89,2,18,18,22766830.47477853,0.6184312370052254,0,Affluent,0,0.2045952782145686
L00286,63,41094341,97,4,18,60,8257477.325087003,0.7627837812747673,0,Priority,1,0.62333097809461
L00287,28,39159786,60,1,20,13,7868870.08723298,0.5098166192028704,0,Mass,0,0.3729560668896364
L00288,46,18189142,79,2,20,58,13601157.980798459,0.9125104140416153,0,Mass,0,0.21935863789501225
L00289,45,7131057,85,5,17,30,5975357.285894461,0.3110303250396458,0,Affluent,1,0.3950115847369993
L00290,42,46745143,86,2,18,85,11928789.160801584,0.5937664347052041,0,Priority,1,0.7401803262208354
L00291,57,26669638,130,5,22,96,104335488.53575459,0.77724734027968,0,Priority,0,0.5347210735946115
L00292,33,8339709,105,3,22,94,42550173.29838416,0.854485536994718,1,Mass,1,0.3520628435801134
L00293,63,46644964,10,2,23,95,20411289.2522488,0.9020734609013218,0,Mass,1,0.4618627051147236
L00294,35,49736382,2,1,19,19,70790687.67658634,0.40550987538106914,0,Affluent,0,0.2660995243544257
L00295,45,24492898,74,3,21,56,6574207.9247972425,0.6794084562536906,0,Mass,0,0.5236238822791747
L00296,44,39424173,164,3,19,30,180998740.19304913,0.3111774097823631,0,Mass,0,0.277537355521413
L00297,59,5669709,7,3,25,18,9464497.411254646,0.6344413768530247,0,Mass,0,0.14489182804426995
L00298,40,8290461,13,1,16,45,111258474.85439521,0.21580367462512784,0,Mass,0,0.5098884086067544
L00299,33,16722042,123,2,15,49,110769697.5266466,0.4293060663040498,1,Mass,1,0.10766976771927556
L00300,21,34186563,82,1,15,36,2598203.8887951267,0.8782133681137247,0,Mass,0,0.18832607504498122
L00301,37,10137448,42,2,13,20,65049098.366771184,0.7798156854348746,0,Priority,0,0.13104895929190663
L00302,58,5572252,38,5,22,47,11292525.657751294,0.4968555339775731,0,Affluent,0,0.30714211740401787
L00303,21,34763460,120,1,19,24,8500132.43347856,0.18216079344392228,0,Mass,1,0.1198446416701649
L00304,61,39428599,95,4,12,13,25347708.24127972,0.4087144403277179,0,Affluent,0,0.272008811701529
L00305,45,38003784,115,1,24,51,5474685.747549785,0.17481108073001078,1,Mass,1,0.4114759770417812
L00306,27,40764254,51,3,15,16,24780258.030960903,0.1116748743370794,0,Affluent,0,0.4116804101802198
L00307,34,40931151,95,5,16,97,5854764.17562464,0.8658602451006802,0,Affluent,0,0.6681987405850989
L00308,45,31710871,155,2,16,86,17905885.90605435,0.4922883248351116,1,Mass,0,0.13259166907669914
L00309,35,27893017,57,1,16,94,57020609.92954271,0.13044984156683048,0,Priority,0,0.5259842156371325
L00310,25,43415578,72,3,22,19,22077701.92557647,0.695001732255337,1,Mass,0,0.27761718175923894
L00311,50,20009228,30,2,25,52,10467326.187662477,0.11676335100707573,0,Affluent,1,0.3608495852602992
L00312,51,8502630,115,5,23,84,25776450.71033051,0.4065488754292955,0,Priority,0,0.5058329578630728
L00313,26,38590293,6,5,21,62,3675061.837659727,0.2572614885312828,0,Affluent,0,0.3903463743792485
L00314,33,16692496,45,4,21,37,6483039.226893107,0.19816725487839465,1,Mass,0,0.15561981546587175
L00315,31,49027276,129,4,19,85,9755001.624403896,0.5301942872045055,1,Mass,1,0.6044437984416909
L00316,50,23052165,4,4,17,38,32947007.823523816,0.6977206519340685,0,Mass,0,0.12700789015045263
L00317,53,43182476,179,4,16,98,22507508.281031694,0.4884707613000094,0,Mass,0,0.5694079202354757
L00318,53,5953065,73,3,21,19,25615987.17533218,0.788722209403175,0,Mass,0,0.06958222888717319
L00319,63,34324614,72,5,17,74,14594834.316832181,0.8756482329847588,0,Mass,1,0.4610152026810059
L00320,55,24617940,97,2,24,11,6820621.216016712,0.7764629940800449,0,Mass,0,0.13658105796481956
L00321,35,25279699,116,1,27,93,66431220.72852385,0.9108424896291625,0,Mass,0,0.28263035522525176
L00322,25,16199818,83,4,19,42,7465233.774938336,0.8861323743372899,0,Mass,0,0.16181402934013123
L00323,48,48674906,160,4,26,11,22807493.649720967,0.7992651549211004,0,Affluent,0,0.2552933640502322
L00324,62,22065810,174,5,31,86,13409260.467674391,0.31336934054285537,0,Mass,1,0.42055192080805126
L00325,64,43122070,37,2,30,98,26338806.08284362,0.20689885826031962,0,Affluent,1,0.7782401247646186
L00326,31,23554721,128,3,21,93,8187128.418121658,0.7043102325858618,0,Affluent,0,0.1931454956760035
L00327,31,6220689,55,3,21,54,42979676.39512328,0.8109761308453209,0,Mass,0,0.12315048461951816
L00328,22,44452939,180,2,12,15,59520936.04348056,0.7908111667719475,1,Mass,0,0.41207148111786424
L00329,27,12515042,46,4,23,30,40421963.31268624,0.6292601966372632,0,Affluent,0,0.37712016831657524
L00330,45,16435684,54,3,23,12,17560912.0702234,0.7968813482765991,1,Mass,0,0.3676949232872862
L00331,45,43610917,129,4,14,14,9707754.071653578,0.6864495749737611,0,Mass,0,0.2254849854292253
L00332,37,45112183,143,3,21,24,252184757.85349676,0.6488292751726253,0,Affluent,1,0.2008121369717326
L00333,34,46170702,24,2,21,61,5564603.071681157,0.0919188478918057,0,Affluent,0,0.3227255808064786
L00334,58,23594664,101,5,21,79,36207987.831621505,0.46442707514776754,0,Mass,1,0.35514807044593105
L00335,41,38820743,63,3,14,63,20922708.26891468,0.08046150223057524,0,Mass,0,0.5547790138488331
L00336,57,19079155,111,4,21,28,14090668.347002469,0.133133043154784,0,Affluent,0,0.3077950787197952
L00337,64,38057978,101,3,31,64,18051217.622902427,0.5369041878197938,0,Mass,0,0.3145364508825793
L00338,35,27115554,178,2,16,31,9005494.560192734,0.09273113050480392,0,Affluent,0,0.39473688574280175
L00339,30,6390120,169,5,18,51,22991066.888863362,0.8718983444441074,1,Mass,0,0.263180622665936
L00340,63,23216191,118,2,21,90,20591424.17765673,0.4553068614498302,0,Mass,0,0.2804852236660054
L00341,49,25515412,123,5,20,22,218263581.96899313,0.6799699847430941,0,Mass,0,0.1544859885730822
L00342,34,15839126,162,3,19,89,43766663.32050079,0.18301566421673848,0,Affluent,0,0.637395793378674
L00343,48,21225601,34,1,22,34,25126748.93295875,0.8128357250944657,0,Mass,0,0.26882614278554334
L00344,44,27123248,131,1,26,70,26671861.53009487,0.4802602246994538,1,Priority,0,0.3237996846098892
L00345,61,6286289,139,5,24,33,94404416.46065757,0.5528983276515766,0,Affluent,0,0.2351048941225535
L00346,32,10982879,23,3,17,24,5683820.536939531,0.6336357618777831,0,Affluent,1,0.28464925407755864
L00347,65,39272026,159,2,23,50,12494861.21947448,0.5359084275891934,0,Affluent,1,0.20600120556378193
L00348,63,20188777,126,5,20,44,2227570.1518972535,0.5568684100293607,1,Mass,1,0.4047289084491685
L00349,29,31985706,63,4,29,56,26227908.224788476,0.7200709960603652,0,Mass,0,0.26631792565798407
L00350,28,30026350,88,4,15,31,35030669.585131526,0.775824233717472,1,Mass,1,0.14580637364833238
L00351,44,29356041,89,4,21,99,5542524.86570079,0.3255494570766838,0,Mass,1,0.7603792359001598
L00352,23,23016779,166,1,23,71,62999716.041456975,0.8798443655441973,0,Mass,0,0.1828767025545329
L00353,34,26232491,175,1,16,86,7309465.912283915,0.3685070111861779,1,Affluent,0,0.5776577971713278
L00354,40,41899968,146,4,14,80,10650236.431881124,0.29509304557805693,0,Affluent,0,0.36079511071759285
L00355,64,48392290,118,1,17,75,16905112.9352845,0.33028737991372203,0,Mass,0,0.6614483616667183
L00356,65,15809201,19,4,15,22,73865551.11535446,0.372663641649046,0,Mass,0,0.5255387131281721
L00357,27,34795812,165,1,18,63,6358880.774548186,0.33523754522863874,0,Affluent,0,0.1771524779551477
L00358,61,48609492,25,2,16,91,20071428.30547021,0.8093751591963159,0,Affluent,0,0.43201472333039503
L00359,25,4348877,31,4,25,18,32553599.81370682,0.555037412466184,0,Priority,0,0.46228093018943106
L00360,54,40097212,13,4,16,52,26483459.406669926,0.9208808437436188,0,Mass,0,0.21770733885766827
L00361,59,26853762,171,4,20,26,27479801.23278856,0.12556001783815396,1,Mass,0,0.45125647770828603
L00362,61,48509279,89,4,19,82,32122297.760609798,0.6025821566447447,0,Affluent,0,0.2688246796718392
L00363,31,30600306,43,1,17,94,8613471.89068797,0.1364218675997077,0,Mass,0,0.2858129103457768
L00364,61,42554281,15,5,16,14,81111924.75099337,0.46296507621247535,0,Affluent,1,0.43351355717442824
L00365,26,11636669,75,2,23,82,13422075.850536656,0.3944615202800488,1,Mass,1,0.27996686172927154
L00366,44,10536780,131,1,23,42,11754098.615643216,0.6626974236007706,0,Mass,0,0.12230666923564108
L00367,42,46622678,180,5,18,97,57724154.17189715,0.7209003319530763,0,Mass,0,0.26480442672643006
L00368,35,28217164,100,1,20,11,7984349.668662011,0.2642842868591281,0,Affluent,1,0.3331236696462812
L00369,21,29683755,110,3,32,27,20662663.826464567,0.2243433348247133,1,Mass,0,0.18723512751241056
L00370,55,11819011,151,3,18,75,7280616.750583811,0.427559389274523,0,Affluent,1,0.6205578727408665
L00371,36,14429590,163,4,17,80,186286538.2508494,0.26778857045258664,0,Affluent,0,0.3768738199565622
L00372,50,41638458,51,1,31,17,150913182.00085825,0.6589616064090926,0,Affluent,1,0.4172460300217177
L00373,39,17953140,179,1,28,24,13434274.22863606,0.5159278847865902,1,Priority,0,0.4378428019207208
L00374,37,30871458,94,3,14,40,25226811.43099562,0.7942793161382582,0,Affluent,1,0.16016245456799177
L00375,60,18560552,168,3,23,13,15078200.212442515,0.9331448380508068,0,Affluent,0,0.12267250430376968
L00376,25,16118668,22,4,23,81,10585135.574680625,0.3902970780684279,0,Mass,0,0.29036615491950835
L00377,54,11636941,18,4,15,70,16906221.667876046,0.8707970457282315,0,Affluent,0,0.23691962259355553
L00378,54,46761552,160,1,20,78,14403176.404168116,0.7494550134389024,0,Priority,0,0.2529500405517254
L00379,38,47242873,122,5,18,52,3278489.485699199,0.1842110703548528,0,Affluent,1,0.6407556792917054
L00380,32,9298558,32,3,22,68,19512855.849316977,0.8023354764728046,1,Mass,0,0.19291141493093522
L00381,21,20249528,162,5,22,62,14378834.926345987,0.48335658107246227,0,Mass,1,0.3175918230691167
L00382,63,29937670,19,5,18,73,20496428.628749583,0.6882447840801733,0,Affluent,1,0.6147505177953692
L00383,63,21631164,123,1,21,51,13881158.587787885,0.6823504438877291,0,Priority,1,0.3799868490640928
L00384,31,37167865,37,3,15,69,10461594.005646251,0.8473690435889494,0,Mass,0,0.21028076834076373
L00385,22,15970581,13,3,20,68,35979893.24230006,0.7350482331049015,0,Priority,0,0.5392342518594125
L00386,26,6707032,146,3,18,68,25563987.039632533,0.7921613643061027,0,Mass,1,0.2897810037129163
L00387,24,19499004,153,2,11,89,60588039.22305524,0.3388207452234858,0,Mass,0,0.241319272130379
L00388,58,31501377,20,3,12,41,24600824.670673624,0.9258237733657969,1,Priority,0,0.29818688821702716
L00389,61,12309397,17,3,28,89,12310390.345095394,0.6454329458241055,1,Priority,0,0.6840286255255186
L00390,27,41531455,111,1,22,12,27793959.89946433,0.7463224800307995,1,Mass,1,0.33602348353786227
L00391,54,4563445,6,2,21,54,2069769.0724749432,0.8229931569614373,0,Priority,0,0.09800729933735074
L00392,29,7106256,135,1,25,50,122944138.0276961,0.16140489746980918,1,Affluent,0,0.23910489117986286
L00393,37,27406469,165,5,23,88,19735723.020065725,0.35276978704046064,0,Affluent,0,0.6663113969219522
L00394,47,27563176,136,4,36,14,133287186.22608855,0.8023423743379211,0,Affluent,0,0.14907755789451071
L00395,53,17564687,42,2,18,29,6288390.4107403485,0.8797837920190342,0,Mass,0,0.21675801347082183
L00396,60,15893630,35,2,15,52,4905734.4584165625,0.7304840798475851,0,Mass,1,0.46173394865573936
L00397,23,7211357,123,1,18,84,21625723.172604833,0.4840780383955924,1,Mass,0,0.3662810983635533
L00398,29,34494524,12,2,28,52,21554507.16499611,0.27601003724555323,0,Mass,0,0.2088067553017886
L00399,33,21435212,97,5,16,68,21037256.303479154,0.5225247409341292,0,Mass,0,0.3683301332111481
L00400,34,9459158,81,1,6,26,18063194.308389734,0.40757020227642876,0,Mass,0,0.24418207163182282
L00401,65,22392589,135,1,23,95,8003932.954409301,0.8470677166630903,0,Mass,0,0.27853391241575415
L00402,55,47104365,37,5,21,81,3396326.502293778,0.5605385082271438,1,Mass,1,0.6529901539955707
L00403,35,16016898,138,3,22,13,19909574.720506974,0.4028597166702569,0,Mass,0,0.11128508886334423
L00404,64,45157514,126,1,25,74,4159763.4130953564,0.49863192845500504,0,Mass,0,0.25357269719812225
L00405,43,15902192,43,3,18,21,3784992.492361802,0.8902107893509539,0,Mass,1,0.22598068307248098
L00406,43,12554823,65,4,25,60,10251442.246215466,0.6019326306782421,1,Mass,0,0.23295482926039013
L00407,40,15989550,12,2,20,74,23074063.313423708,0.25608146010406957,0,Affluent,0,0.09264938986636
L00408,27,18870230,81,2,20,94,109487396.08210117,0.500069821135705,0,Affluent,1,0.3809684579688712
L00409,63,9548019,47,4,25,16,39937251.27874088,0.4690924132948235,1,Affluent,1,0.3581166863798452
L00410,21,31031208,21,3,12,36,62882492.61954178,0.32936384759592047,0,Affluent,0,0.5323266139895134
L00411,28,19338627,101,5,28,72,28838516.976562537,0.7126695605935336,0,Priority,1,0.7315711874179024
L00412,31,37030867,103,2,26,33,21647801.891778298,0.2914582545057135,0,Affluent,0,0.37581643599395415
L00413,33,26585523,16,2,17,74,183798585.85498857,0.4932940954659852,0,Mass,1,0.4574765854268819
L00414,26,24362176,34,1,21,26,3995603.3224784676,0.44694203264156074,1,Mass,1,0.25354362274416675
L00415,21,25665756,15,4,9,24,9922648.630566942,0.47017640052120413,1,Affluent,1,0.41717012288453487
L00416,51,11189400,123,3,14,59,10728142.528224431,0.560098001726396,0,Affluent,0,0.2583433119607967
L00417,64,36792500,61,2,21,72,36657103.24304768,0.6649675394518381,0,Affluent,0,0.4617718818772305
L00418,26,8790968,13,4,11,28,5636557.142640072,0.17869985841718122,1,Mass,1,0.19233564493319985
L00419,34,37190327,35,2,18,89,32184333.879555963,0.30949259153344716,0,Priority,0,0.8386899586685104
L00420,43,49989205,176,1,21,89,26781196.89480389,0.7455530905066073,0,Mass,0,0.1013459147959818
L00421,62,39143915,47,3,28,17,33831679.81136732,0.8669708171479574,1,Priority,0,0.4848127922387728
L00422,52,24946197,124,3,27,37,33224024.639554013,0.09019128743377039,0,Mass,1,0.36828789401426054
L00423,55,18465881,85,3,24,60,69851379.69304958,0.11602901759094791,0,Mass,0,0.4146637644696753
L00424,47,44136460,33,3,21,54,14279725.558935696,0.8904467127769546,1,Mass,0,0.1973820537219527
L00425,39,15830794,56,5,21,33,25488009.110077493,0.1831468051277922,0,Mass,0,0.11489582759821472
L00426,29,26189296,3,2,18,58,7181447.149019298,0.9313602174833974,0,Mass,0,0.2766739085967656
L00427,59,39460168,135,2,17,97,5715919.580830018,0.7953999186145395,0,Affluent,1,0.6658607811220711
L00428,57,46428451,61,3,22,37,87608584.14864348,0.15863398380289018,0,Mass,0,0.4373548282235626
L00429,22,46363978,90,1,14,29,6658747.566201103,0.14227254790075794,0,Mass,0,0.41882783316954525
L00430,53,8036931,28,1,23,77,28484562.619679235,0.9295672368783867,1,Mass,0,0.18130828681621422
L00431,24,45320110,149,3,18,61,25510573.176751014,0.27934051971404156,1,Affluent,1,0.6389947783636472
L00432,54,9244882,40,3,18,72,48571216.16343009,0.5348004814900564,0,Mass,1,0.4558192473300017
L00433,58,30885903,102,4,16,68,2857221.2239445886,0.26261213285299734,0,Mass,1,0.34384681720916516
L00434,26,46763080,158,1,13,79,36571059.136920296,0.5906070618176424,0,Affluent,1,0.6330067738645941
L00435,40,47584680,129,5,25,76,14154296.176021773,0.806025689519918,0,Mass,0,0.19725944188573452
L00436,26,19839367,109,3,19,65,8232922.728088151,0.6412182677579994,0,Priority,0,0.28229852191685906
L00437,46,18477002,160,1,20,51,11672465.466713114,0.09195499305017696,0,Mass,0,0.34235215171341565
L00438,62,19005916,32,2,16,51,42301434.08275758,0.5856704092703748,1,Affluent,1,0.6717915899882758
L00439,24,20337584,174,2,21,34,31164845.676490106,0.6449149711399698,1,Affluent,1,0.30864409981645563
L00440,38,35409075,101,3,18,50,13198810.911819063,0.2308082011530322,0,Mass,0,0.20567639241760252
L00441,64,24812710,74,3,33,65,4801568.988145303,0.7359061106667145,1,Affluent,0,0.7434009849469688
L00442,34,37921760,47,3,20,75,5152621.447958985,0.6142040326663054,0,Mass,1,0.3382981261505299
L00443,26,23143437,135,3,23,80,31851368.910844114,0.058592459330648855,0,Mass,1,0.5442029873176338
L00444,42,18155363,176,5,23,44,4179985.490873795,0.9054995657180029,0,Affluent,1,0.23421095837212258
L00445,43,12742079,125,5,19,76,13328381.55189396,0.45102163132344025,1,Priority,1,0.5861633818771765
L00446,50,29348644,6,3,18,49,219011081.38811833,0.2591410622145248,0,Mass,0,0.2854255521529784
L00447,35,45325267,85,5,20,42,23750677.098203447,0.1275779677251606,0,Affluent,1,0.8476960227891309
L00448,64,43512454,132,5,25,24,31509825.098811693,0.38698604564118944,0,Mass,1,0.5580641950167543
L00449,44,15652149,72,5,21,34,5191459.799643062,0.32699219994641476,0,Mass,1,0.5597286132622236
L00450,33,25971173,140,2,25,71,4396235.229168674,0.3181578273453027,0,Mass,1,0.2241414416657695
L00451,64,36442530,128,3,18,29,33243931.465885166,0.7638810271925767,0,Affluent,0,0.09878812883005185
L00452,62,32171510,13,2,31,17,11310123.529391723,0.6313290399512347,1,Affluent,1,0.2797963646209514
L00453,43,7089161,101,1,21,34,48505232.69129735,0.16974770983790338,0,Mass,1,0.5762855232294064
L00454,22,31188681,31,1,22,100,17308252.981878497,0.6872666933256406,0,Priority,0,0.41412020185357784
L00455,47,5782561,88,4,23,23,500000000.0,0.7011338048719289,0,Affluent,0,0.4873603700113772
L00456,45,9358955,70,3,21,23,9353310.883327391,0.5128417672347706,0,Mass,0,0.08754553640352486
L00457,27,34071601,146,5,23,46,22135479.540214706,0.9461903138185536,0,Mass,1,0.17344502542001375
L00458,49,8717177,157,4,22,44,6779508.037742769,0.30513134581529383,0,Mass,0,0.24032198169263247
